Tag,Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,2nd dopant,2nd dopant valency,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Log10 Decay time ( log10[ns]),Decay time (ns),Monitoring energy (nm),Reference,Publisher,MP-ID,ICSD-ID,LOF-Score,Journal,ISSN,Year
4220,BaLa1.905WO7Eu0.09Bi0.005,BaLa1.905WO7,Eu,3 ,0.09,Bi,3,0.005,298,616,,,,,,394,394,466,534,5.699837726,501000,616,https://doi.org/10.1016/j.jlumin.2016.11.003,ESV,"mp-1203123,mp-1201679", icsd-166617 icsd-247840,0.980803758,Journal of Luminescence,0022-2313,2017
4221,BaLa1.9WO7Eu0.09Bi0.01,BaLa1.9WO7,Eu,3 ,0.09,Bi,3,0.01,298,616,0.655,0.344,29,,,394,394,466,534,5.705863712,508000,616,https://doi.org/10.1016/j.jlumin.2016.11.003,ESV,"mp-1203123,mp-1201679", icsd-166617 icsd-247840,0.99486297,Journal of Luminescence,0022-2313,2017
4222,BaLa1.89WO7Eu0.09Bi0.02,BaLa1.89WO7,Eu,3 ,0.09,Bi,3,0.02,298,616,,,,,,394,394,466,534,5.698970004,500000,616,https://doi.org/10.1016/j.jlumin.2016.11.003,ESV,"mp-1203123,mp-1201679", icsd-166617 icsd-247840,0.985901621,Journal of Luminescence,0022-2313,2017
4223,BaLa1.88WO7Eu0.09Bi0.03,BaLa1.88WO7,Eu,3 ,0.09,Bi,3,0.03,298,616,,,,,,394,394,466,534,5.691081492,491000,616,https://doi.org/10.1016/j.jlumin.2016.11.003,ESV,"mp-1203123,mp-1201679", icsd-166617 icsd-247840,1.0305209,Journal of Luminescence,0022-2313,2017
4224,BaLa1.87WO7Eu0.09Bi0.04,BaLa1.87WO7,Eu,3 ,0.09,Bi,3,0.04,298,616,,,,,,394,394,466,534,5.686636269,486000,616,https://doi.org/10.1016/j.jlumin.2016.11.003,ESV,"mp-1203123,mp-1201679", icsd-166617 icsd-247840,1.019761428,Journal of Luminescence,0022-2313,2017
4225,KLa0.97Mo2O8Eu0.03,KLa0.97Mo2O8,Eu,3 ,0.03,,,,298,618,0.646,0.351,,,,465,465,,,,,618,https://doi.org/10.1016/j.spmi.2015.06.041,ESV,mp-1211443,,1.027617508,Superlattices and Microstructures,0749-6036,2015
4226,KLa0.93Mo2O8Eu0.07,KLa0.93Mo2O8,Eu,3 ,0.07,,,,298,618,0.648,0.348,,,,465,465,,,,,618,https://doi.org/10.1016/j.spmi.2015.06.041,ESV,mp-1211443,,1.02548838,Superlattices and Microstructures,0749-6036,2015
4227,KLa0.89Mo2O8Eu0.11,KLa0.89Mo2O8,Eu,3 ,0.11,,,,298,618,0.645,0.352,,,,465,465,,,,,618,https://doi.org/10.1016/j.spmi.2015.06.041,ESV,mp-1211443,,1.029969356,Superlattices and Microstructures,0749-6036,2015
4228,KLa0.85Mo2O8Eu0.15,KLa0.85Mo2O8,Eu,3 ,0.15,,,,298,618,0.651,0.353,,,,465,465,394,,,,618,https://doi.org/10.1016/j.spmi.2015.06.041,ESV,mp-1211443,,1.033496955,Superlattices and Microstructures,0749-6036,2015
4229,KLa0.81Mo2O8Eu0.19,KLa0.81Mo2O8,Eu,3 ,0.19,,,,298,618,0.653,0.347,,,,465,465,,,,,618,https://doi.org/10.1016/j.spmi.2015.06.041,ESV,mp-1211443,,1.034087297,Superlattices and Microstructures,0749-6036,2015
4230,KLa0.77Mo2O8Eu0.23,KLa0.77Mo2O8,Eu,3 ,0.23,,,,298,618,0.649,0.351,,,,465,465,,,,,618,https://doi.org/10.1016/j.spmi.2015.06.041,ESV,mp-1211443,,1.037821579,Superlattices and Microstructures,0749-6036,2015
4231,BaLa0.95MgSbO6Eu0.05,BaLa0.95MgSbO6,Eu,3 ,0.05,,,,298,615,0.6413,0.3583,,,440,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,mp-1211443,,1.13259937,Ceramics International,0272-8842,2019
4232,BaLa0.95MgSb0.9Nb0.1O6Eu0.05,BaLa0.95MgSb0.9Nb0.1O6,Eu,3 ,0.05,,,,298,615,0.6458,0.3538,,,,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,,,1.212445948,Ceramics International,0272-8842,2019
4233,BaLa0.95MgSb0.7Nb0.3O6Eu0.05,BaLa0.95MgSb0.7Nb0.3O6,Eu,3 ,0.05,,,,298,615,0.6484,0.3512,,,,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,,,1.210594616,Ceramics International,0272-8842,2019
4234,BaLa0.95MgSb0.5Nb0.5O6Eu0.05,BaLa0.95MgSb0.5Nb0.5O6,Eu,3 ,0.05,,,,298,615,0.6505,0.3492,,,,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,,,1.225769513,Ceramics International,0272-8842,2019
4235,BaLa0.95MgSb0.3Nb0.7O6Eu0.05,BaLa0.95MgSb0.3Nb0.7O6,Eu,3 ,0.05,,,,298,615,0.6512,0.3485,,,,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,,,1.240035686,Ceramics International,0272-8842,2019
4236,BaLa0.95MgSb0.1Nb0.9O6Eu0.05,BaLa0.95MgSb0.1Nb0.9O6,Eu,3 ,0.05,,,,298,615,0.6524,0.3473,,,,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,,,1.238648441,Ceramics International,0272-8842,2019
4237,BaLa0.95MgNbO6Eu0.05,BaLa0.95MgNbO6,Eu,3 ,0.05,,,,298,615,0.6549,0.3448,,,423,465,465,,,,,615,https://doi.org/10.1016/j.ceramint.2019.01.065,ESV,mp-39288,,1.11193807,Ceramics International,0272-8842,2019
4238,BaLaMgNb0.9995O6Mn0.0005,BaLaMgNb0.9995O6,Mn,4 ,0.0005,,,,298,700,,,,,,360,360,,,5.893761762,783000,700,https://doi.org/10.1039/C8RA06048G,RSC,mp-39288,,0.995983558,RSC Advances,2046-2069,2018
4239,BaLaMgNb0.999O6Mn0.001,BaLaMgNb0.999O6,Mn,4 ,0.001,,,,298,700,,,,,,360,360,,,5.880813592,760000,700,https://doi.org/10.1039/C8RA06048G,RSC,mp-39288,,1.029493851,RSC Advances,2046-2069,2018
4240,BaLaMgNb0.998O6Mn0.002,BaLaMgNb0.998O6,Mn,4 ,0.002,,,,298,700,,,,,,360,360,,,5.876794976,753000,700,https://doi.org/10.1039/C8RA06048G,RSC,mp-39288,,1.063437706,RSC Advances,2046-2069,2018
4241,BaLaMgNb0.996O6Mn0.004,BaLaMgNb0.996O6,Mn,4 ,0.004,,,,298,700,0.7222,0.2777,52,,355,360,360,500,,5.865103975,733000,700,https://doi.org/10.1039/C8RA06048G,RSC,mp-39288,,1.008724089,RSC Advances,2046-2069,2018
4242,BaLaMgNb0.992O6Mn0.008,BaLaMgNb0.992O6,Mn,4 ,0.008,,,,298,700,,,,,,360,360,,,5.830588669,677000,700,https://doi.org/10.1039/C8RA06048G,RSC,mp-39288,,0.983285119,RSC Advances,2046-2069,2018
4243,BaLaMgNb0.99O6Mn0.01,BaLaMgNb0.99O6,Mn,4 ,0.01,,,,298,700,,,,,,360,360,,,5.814247596,652000,700,https://doi.org/10.1039/C8RA06048G,RSC,mp-39288,,1.204998286,RSC Advances,2046-2069,2018
4244,SrMg2La2W1.998O12Mn0.001,SrMg2La2W1.998O12,Mn,4 ,0.001,,,,298,708,,,,,,344,344,,,6.25358029,1793000,708,https://doi.org/10.1039/C8RA06134C,RSC,,,1.002828434,RSC Advances,2046-2069,2018
4245,SrMg2La2W1.996O12Mn0.002,SrMg2La2W1.996O12,Mn,4 ,0.002,,,,298,708,0.7322,0.2678,88,,435,344,344,478,,6.245018871,1758000,708,https://doi.org/10.1039/C8RA06134C,RSC,,,1.025985935,RSC Advances,2046-2069,2018
4246,SrMg2La2W1.992O12Mn0.004,SrMg2La2W1.992O12,Mn,4 ,0.004,,,,298,708,,,,,,344,344,,,6.23146959,1704000,708,https://doi.org/10.1039/C8RA06134C,RSC,,,1.006630027,RSC Advances,2046-2069,2018
4247,SrMg2La2W1.988O12Mn0.006,SrMg2La2W1.988O12,Mn,4 ,0.006,,,,298,708,,,,,,344,344,,,6.221414238,1665000,708,https://doi.org/10.1039/C8RA06134C,RSC,,,1.027506284,RSC Advances,2046-2069,2018
4248,SrMg2La2W1.984O12Mn0.008,SrMg2La2W1.984O12,Mn,4 ,0.008,,,,298,708,,,,,,344,344,,,6.196728723,1573000,708,https://doi.org/10.1039/C8RA06134C,RSC,,,1.066729726,RSC Advances,2046-2069,2018
4249,SrMg2La2W1.98O12Mn0.01,SrMg2La2W1.98O12,Mn,4 ,0.01,,,,298,708,,,,,,344,344,,,6.169674434,1478000,708,https://doi.org/10.1039/C8RA06134C,RSC,,,1.024639989,RSC Advances,2046-2069,2018
4250,LiLaMgW0.999O6Mn0.001,LiLaMgW0.999O6,Mn,4 ,0.001,,,,298,713,0.723,0.2769,,,,344,344,,,6.253095586,1791000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,1.00035447,RSC Advances,2046-2069,2018
4251,LiLaMgW0.998O6Mn0.002,LiLaMgW0.998O6,Mn,4 ,0.002,,,,298,713,0.7239,0.276,,,,344,344,,,6.251151343,1783000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,0.970551689,RSC Advances,2046-2069,2018
4252,LiLaMgW0.996O6Mn0.004,LiLaMgW0.996O6,Mn,4 ,0.004,,,,298,713,0.7251,0.2749,,,,344,344,,,6.246498581,1764000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,1.033946396,RSC Advances,2046-2069,2018
4253,LiLaMgW0.993O6Mn0.007,LiLaMgW0.993O6,Mn,4 ,0.007,,,,298,713,0.7253,0.2746,69.1,,420,344,344,478,,6.237292338,1727000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,1.06362001,RSC Advances,2046-2069,2018
4254,LiLaMgW0.99O6Mn0.01,LiLaMgW0.99O6,Mn,4 ,0.01,,,,298,713,0.7249,0.2751,,,,344,344,,,6.227886705,1690000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,1.005014318,RSC Advances,2046-2069,2018
4255,LiLaMgW0.985O6Mn0.015,LiLaMgW0.985O6,Mn,4 ,0.015,,,,298,713,0.724,0.276,,,,344,344,,,6.211654401,1628000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,1.036865399,RSC Advances,2046-2069,2018
4256,LiLaMgW0.98O6Mn0.02,LiLaMgW0.98O6,Mn,4 ,0.02,,,,298,713,0.7222,0.2778,,,,344,344,,,6.19838213,1579000,713,https://doi.org/10.1039/C8RA05669B,RSC,,,1.027844974,RSC Advances,2046-2069,2018
4257,Ba2Lu4.88La0.02B5O17Eu0.1,Ba2Lu4.88La0.02B5O17,Eu,3 ,0.1,,,,298,616,,,,,,396,396,,,6.122215878,1325000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,1.079528677,RSC Advances,2046-2069,2018
4258,Ba2Lu4.68La0.02B5O17Eu0.3,Ba2Lu4.68La0.02B5O17,Eu,3 ,0.3,,,,298,616,,,,,,396,396,,,6.137354111,1372000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,1.06699354,RSC Advances,2046-2069,2018
4259,Ba2Lu4.48La0.02B5O17Eu0.5,Ba2Lu4.48La0.02B5O17,Eu,3 ,0.5,,,,298,616,0.643,0.356,27.1,,385,396,396,,,6.148910993,1409000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,0.99273836,RSC Advances,2046-2069,2018
4260,Ba2Lu4.38La0.02B5O17Eu0.6,Ba2Lu4.38La0.02B5O17,Eu,3 ,0.6,,,,298,616,,,,,,396,396,,,6.162862993,1455000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,0.970482035,RSC Advances,2046-2069,2018
4261,Ba2Lu4.28La0.02B5O17Eu0.7,Ba2Lu4.28La0.02B5O17,Eu,3 ,0.7,,,,298,616,,,,,,396,396,,,6.182984967,1524000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,1.115637296,RSC Advances,2046-2069,2018
4262,Ba2Lu4.08La0.02B5O17Eu0.9,Ba2Lu4.08La0.02B5O17,Eu,3 ,0.9,,,,298,616,,,,,,396,396,,,6.218797998,1655000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,1.055460541,RSC Advances,2046-2069,2018
4263,Ba2Lu3.98La0.02B5O17Eu1,Ba2Lu3.98La0.02B5O17,Eu,3 ,1,,,,298,616,,,,,,396,396,,,6.238798563,1733000,616,https://doi.org/10.1039/C8RA06457A,RSC,,,1.075830672,RSC Advances,2046-2069,2018
4264,Ba2Y1.86P2O12SiCe0.14,Ba2Y1.86P2O12Si,Ce,3 ,0.14,,,,298,409,0.157,0.08,69.7,,,365,,,,1.678518379,47.7,409,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,0.98068641,Inorganic Chemistry,0020-1669,2016
4265,Ba2Y1.84P2O12SiCe0.14Tb0.02,Ba2Y1.84P2O12Si,Ce,3 ,0.14,Tb,3 ,0.02,298,409,0.164,0.107,83.2,,,365,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.079022992,Inorganic Chemistry,0020-1669,2016
4266,Ba2Y1.8P2O12SiCe0.14Tb0.06,Ba2Y1.8P2O12Si,Ce,3 ,0.14,Tb,3 ,0.06,298,409,0.175,0.154,84.3,,,365,,,,1.626340367,42.3,409,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,0.989895105,Inorganic Chemistry,0020-1669,2016
4267,Ba2Y1.76P2O12SiCe0.14Tb0.1,Ba2Y1.76P2O12Si,Ce,3 ,0.14,Tb,3 ,0.1,298,549,0.186,0.204,75.3,,,365,,,,1.57863921,37.9,409,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,0.983448937,Inorganic Chemistry,0020-1669,2016
4268,Ba2Y1.72P2O12SiCe0.14Tb0.14,Ba2Y1.72P2O12Si,Ce,3 ,0.14,Tb,3 ,0.14,298,549,0.192,0.223,89.2,,,365,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.030324765,Inorganic Chemistry,0020-1669,2016
4269,Ba2Y1.68P2O12SiCe0.14Tb0.18,Ba2Y1.68P2O12Si,Ce,3 ,0.14,Tb,3 ,0.18,298,549,0.201,0.262,85,,,365,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.031854858,Inorganic Chemistry,0020-1669,2016
4270,Ba2Y1.62P2O12SiCe0.14Tb0.24,Ba2Y1.62P2O12Si,Ce,3 ,0.14,Tb,3 ,0.24,298,549,0.207,0.285,75.3,,,365,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.033891982,Inorganic Chemistry,0020-1669,2016
4271,Ba2Y1.56P2O12SiCe0.14Tb0.3,Ba2Y1.56P2O12Si,Ce,3 ,0.14,Tb,3 ,0.3,298,549,0.225,0.357,58.9,,570,365,,,,1.46686762,29.3,409,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,0.994006229,Inorganic Chemistry,0020-1669,2016
4272,Ba2Y1.44P2O12SiCe0.14Tb0.42,Ba2Y1.44P2O12Si,Ce,3 ,0.14,Tb,3 ,0.42,298,549,0.227,0.367,59.8,,,365,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.049517484,Inorganic Chemistry,0020-1669,2016
4273,Ba2Y1.7P2O12SiTb0.3,Ba2Y1.7P2O12Si,Tb,3 ,0.3,,,,298,550,0.272,0.527,57.3,,,377,,,,6.046495164,1113000,550,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,0.983313341,Inorganic Chemistry,0020-1669,2016
4274,Ba2Y1.68P2O12SiTb0.3Eu0.02,Ba2Y1.68P2O12Si,Tb,3 ,0.3,Eu,3 ,0.02,298,550,0.356,0.476,77.5,,,377,,,,5.990338855,978000,550,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,0.953566592,Inorganic Chemistry,0020-1669,2016
4275,Ba2Y1.66P2O12SiTb0.3Eu0.04,Ba2Y1.66P2O12Si,Tb,3 ,0.3,Eu,3 ,0.04,298,550,0.387,0.456,65.3,,,377,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.045447062,Inorganic Chemistry,0020-1669,2016
4276,Ba2Y1.62P2O12SiTb0.3Eu0.08,Ba2Y1.62P2O12Si,Tb,3 ,0.3,Eu,3 ,0.08,298,550,0.434,0.419,60.2,,560,377,,,,5.950364854,892000,550,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.008387494,Inorganic Chemistry,0020-1669,2016
4277,Ba2Y1.58P2O12SiTb0.3Eu0.12,Ba2Y1.58P2O12Si,Tb,3 ,0.3,Eu,3 ,0.12,298,616,0.472,0.393,61,,,377,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.090372793,Inorganic Chemistry,0020-1669,2016
4278,Ba2Y1.54P2O12SiTb0.3Eu0.16,Ba2Y1.54P2O12Si,Tb,3 ,0.3,Eu,3 ,0.16,298,616,0.5,0.382,64.5,,,377,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.099047288,Inorganic Chemistry,0020-1669,2016
4279,Ba2Y1.46P2O12SiTb0.3Eu0.24,Ba2Y1.46P2O12Si,Tb,3 ,0.3,Eu,3 ,0.24,298,616,0.532,0.362,60.3,,,377,,,,5.813580989,651000,550,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.212380958,Inorganic Chemistry,0020-1669,2016
4280,Ba2Y1.4P2O12SiTb0.3Eu0.3,Ba2Y1.4P2O12Si,Tb,3 ,0.3,Eu,3 ,0.3,298,616,0.545,0.357,58,,,377,,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,ACS,,,1.131463078,Inorganic Chemistry,0020-1669,2016
4281,Ba2ScO3FEu0.06,Ba2ScO3F,Eu,3,0.06,,,,,,,,,,433,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.073654347,ACS Applied Materials & Interfaces,1944-8244,2019
4282,Ba3GdP3O12Eu0.75,Ba3GdP3O12,Eu,3,0.75,,,,,,,,,,600,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.288045966,ACS Applied Materials & Interfaces,1944-8244,2019
4283,Ba3TbB3O9Eu0.02,Ba3TbB3O9,Eu,3,0.02,,,,,,,,,,503,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.122201049,ACS Applied Materials & Interfaces,1944-8244,2019
4284,Ba4La6Si6O25Eu0.06,Ba4La6Si6O25,Eu,3,0.06,,,,,,,,,,420,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.531097159,ACS Applied Materials & Interfaces,1944-8244,2019
4285,BaB8O13Eu0.05,BaB8O13,Eu,3,0.05,,,,,,,,,,650,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.252261725,ACS Applied Materials & Interfaces,1944-8244,2019
4286,BaCa2MgSi2O8Eu0.12,BaCa2MgSi2O8,Eu,3,0.12,,,,,,,,,,450,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.747792798,ACS Applied Materials & Interfaces,1944-8244,2019
4287,BaGd2Mo4O16Eu0.35,BaGd2Mo4O16,Eu,3,0.35,,,,,,,,,,600,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.008036427,ACS Applied Materials & Interfaces,1944-8244,2019
4288,BaLa2Mo4O16Eu0.5,BaLa2Mo4O16,Eu,3,0.5,,,,,,,,,,430,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,0.987057762,ACS Applied Materials & Interfaces,1944-8244,2019
4289,BaLaMgNbO6Eu0.3,BaLaMgNbO6,Eu,3,0.3,,,,,,,,,,413,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.130318915,ACS Applied Materials & Interfaces,1944-8244,2019
4290,BaY2Mo4O16Eu0.5,BaY2Mo4O16,Eu,3,0.5,,,,,,,,,,440,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,0.992235075,ACS Applied Materials & Interfaces,1944-8244,2019
4291,Bi2SrTa2O9Eu0.12,Bi2SrTa2O9,Eu,3,0.12,,,,,,,,,,423,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.246065635,ACS Applied Materials & Interfaces,1944-8244,2019
4292,Bi4Ge3O12Eu0.09,Bi4Ge3O12,Eu,3,0.09,,,,,,,,,,498,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.234128796,ACS Applied Materials & Interfaces,1944-8244,2019
4293,Bi4Si3O12Eu0.02,Bi4Si3O12,Eu,3,0.02,,,,,,,,,,400,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.245862126,ACS Applied Materials & Interfaces,1944-8244,2019
4294,BiBa2V3O11Eu0.08,BiBa2V3O11,Eu,3,0.08,,,,,,,,,,413,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.376701643,ACS Applied Materials & Interfaces,1944-8244,2019
4295,Ca0.8Zn0.2TiO3Eu0.075,Ca0.8Zn0.2TiO3,Eu,3,0.075,,,,,,,,,,473,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.011280218,ACS Applied Materials & Interfaces,1944-8244,2019
4296,Ca12Al14O32Cl2Eu0.0217,Ca12Al14O32Cl2,Eu,3,0.0217,,,,,,,,,,490,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,2.047702392,ACS Applied Materials & Interfaces,1944-8244,2019
4297,Ca2P2O7Eu0.04,Ca2P2O7,Eu,3,0.04,,,,,,,,,,570,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.072241766,ACS Applied Materials & Interfaces,1944-8244,2019
4298,Ca2P2O7Eu0.01,Ca2P2O7,Eu,3,0.01,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.055099007,ACS Applied Materials & Interfaces,1944-8244,2019
4299,Ca2SiO4Eu0.03,Ca2SiO4,Eu,3,0.03,,,,,,,,,,575,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.254207807,ACS Applied Materials & Interfaces,1944-8244,2019
4300,Ca3B2N4Eu0.02,Ca3B2N4,Eu,3,0.02,,,,,,,,,,330,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.331188076,ACS Applied Materials & Interfaces,1944-8244,2019
4301,Ca3Gd7Si5PO26Eu0.15,Ca3Gd7Si5PO26,Eu,3,0.15,,,,,,,,,,473,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,4.154764633,ACS Applied Materials & Interfaces,1944-8244,2019
4302,Ca3LuAl3B4O15Eu0.3,Ca3LuAl3B4O15,Eu,3,0.3,,,,,,,,,,475,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.111530329,ACS Applied Materials & Interfaces,1944-8244,2019
4303,Ca3Sr3V4O16Eu0.2667,Ca3Sr3V4O16,Eu,3,0.2667,,,,,,,,,,473,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.318616529,ACS Applied Materials & Interfaces,1944-8244,2019
4304,Ca4LaV3O13Eu0.2,Ca4LaV3O13,Eu,3,0.2,,,,,,,,,,423,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.014779387,ACS Applied Materials & Interfaces,1944-8244,2019
4305,Ca9AlP7O28Eu0.01,Ca9AlP7O28,Eu,3,0.01,,,,,,,,,,440,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.325064203,ACS Applied Materials & Interfaces,1944-8244,2019
4306,Ca9LaP7O28Eu0.6,Ca9LaP7O28,Eu,3,0.6,,,,,,,,,,470,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.661210859,ACS Applied Materials & Interfaces,1944-8244,2019
4307,Ca9LaV7O28Eu1,Ca9LaV7O28,Eu,3,1,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,2.441926118,ACS Applied Materials & Interfaces,1944-8244,2019
4308,Ca9LaV7O28Eu0.45,Ca9LaV7O28,Eu,3,0.45,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.872774333,ACS Applied Materials & Interfaces,1944-8244,2019
4309,Ca9LaV7O28Eu0.85,Ca9LaV7O28,Eu,3,0.85,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,2.282475525,ACS Applied Materials & Interfaces,1944-8244,2019
4310,Ca9LaV7O28Eu0.25,Ca9LaV7O28,Eu,3,0.25,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.764582832,ACS Applied Materials & Interfaces,1944-8244,2019
4311,Ca9LaV7O28Eu0.75,Ca9LaV7O28,Eu,3,0.75,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,2.198356556,ACS Applied Materials & Interfaces,1944-8244,2019
4312,CaAl2Si2O8Eu0.05,CaAl2Si2O8,Eu,3,0.05,,,,,,,,,,465,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.009411063,ACS Applied Materials & Interfaces,1944-8244,2019
4313,LaBO3Eu0.03,LaBO3,Eu,3,0.03,,,,,,,,,,750,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.473328312,ACS Applied Materials & Interfaces,1944-8244,2019
4314,LaNa2Mg2V3O12Eu0.7,LaNa2Mg2V3O12,Eu,3,0.7,,,,,,,,,,450,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.240572948,ACS Applied Materials & Interfaces,1944-8244,2019
4315,LaNa2Mg2V3O12Eu1,LaNa2Mg2V3O12,Eu,3,1,,,,,,,,,,420,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.439546969,ACS Applied Materials & Interfaces,1944-8244,2019
4316,LaOClEu0.05,LaOCl,Eu,3,0.05,,,,,,,,,,540,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.828513445,ACS Applied Materials & Interfaces,1944-8244,2019
4317,LaYO3Eu0.02,LaYO3,Eu,3,0.02,,,,,,,,,,560,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.00295306,ACS Applied Materials & Interfaces,1944-8244,2019
4318,Li2Mg2W3O12Eu0.06,Li2Mg2W3O12,Eu,3,0.06,,,,,,,,,,525,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.189864754,ACS Applied Materials & Interfaces,1944-8244,2019
4319,Li2SiN2Eu0.01,Li2SiN2,Eu,3,0.01,,,,,,,,,,335,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.452526644,ACS Applied Materials & Interfaces,1944-8244,2019
4320,Li3Ba2Gd3Mo8O32Eu0.8,Li3Ba2Gd3Mo8O32,Eu,3,0.8,,,,,,,,,,493,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.334253374,ACS Applied Materials & Interfaces,1944-8244,2019
4321,Li3Ba2La3Mo8O32Eu0.2,Li3Ba2La3Mo8O32,Eu,3,0.2,,,,,,,,,,520,,,,,,,,https://doi.org/10.1021/acsami.9b16065,ACS,,,1.311623557,ACS Applied Materials & Interfaces,1944-8244,2019
