Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Emission max. (nm),Formula
12.01,7,0.01,6.99,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,164.63,56,0.63,55.37,355.61964,137.327,1.51964,135.80736,1156.85,420,1.85,418.15,31.39,24.08,0,24.08,56.02,42,0.02,41.98,132.1905819,95.326378,0.05670385,95.26967415,298,320,396,BaMg2Si2O7Eu0.01
12.02,7,0.02,6.98,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,165.26,56,1.26,54.74,357.13928,137.327,3.03928,134.28772,1158.7,420,3.7,416.3,31.39,24.08,0,24.08,56.04,42,0.04,41.96,132.2472857,95.326378,0.1134077,95.2129703,298,320,396,BaMg2Si2O7Eu0.02
12.02,7,0.02,6.98,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,165.26,56,1.26,54.74,357.13928,137.327,3.03928,134.28772,1158.7,420,3.7,416.3,31.39,24.08,0,24.08,56.04,42,0.04,41.96,132.2472857,95.326378,0.1134077,95.2129703,420,320,396,BaMg2Si2O7Eu0.02
12.03,7,0.03,6.97,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,165.89,56,1.89,54.11,358.65892,137.327,4.55892,132.76808,1160.55,420,5.55,414.45,31.39,24.08,0,24.08,56.06,42,0.06,41.94,132.3039896,95.326378,0.17011155,95.15626645,298,320,396,BaMg2Si2O7Eu0.03
12.05,7,0.05,6.95,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,167.15,56,3.15,52.85,361.6982,137.327,7.5982,129.7288,1164.25,420,9.25,410.75,31.39,24.08,0,24.08,56.1,42,0.1,41.9,132.4173973,95.326378,0.28351925,95.04285875,298,320,396,BaMg2Si2O7Eu0.05
12.0405,6,0.0005,5.9995,271,83,5,78,649.43624,208.9804,10.81,198.1704,985,215,60,155,12.65,3.44,0,3.44,28,7,2,5,59.268528,13.618054,5.211664,8.40639,228.5615,112,0.0415,111.9585,522.8068902,274.654,0.1044902,274.5495098,1247.48,430,0.08,429.92,30.88095,20.64,0,20.64,56.0825,36,0.0025,35.9975,128.1430382,81.708324,0.003642758,81.70468124,298,372,410,Ba2YB2O6ClEu0.04Bi0.0005
12.041,6,0.001,5.999,271,83,5,78,649.43624,208.9804,10.81,198.1704,985,215,60,155,12.65,3.44,0,3.44,28,7,2,5,59.268528,13.618054,5.211664,8.40639,228.603,112,0.083,111.917,522.9113804,274.654,0.2089804,274.4450196,1247.56,430,0.16,429.84,30.8819,20.64,0,20.64,56.085,36,0.005,35.995,128.1466809,81.708324,0.007285516,81.70103848,298,372,410,Ba2YB2O6ClEu0.04Bi0.001
12.042,6,0.002,5.998,271,83,5,78,649.43624,208.9804,10.81,198.1704,985,215,60,155,12.65,3.44,0,3.44,28,7,2,5,59.268528,13.618054,5.211664,8.40639,228.686,112,0.166,111.834,523.1203608,274.654,0.4179608,274.2360392,1247.72,430,0.32,429.68,30.8838,20.64,0,20.64,56.09,36,0.01,35.99,128.1539664,81.708324,0.014571032,81.69375297,298,372,410,Ba2YB2O6ClEu0.04Bi0.002
12.045,6,0.005,5.995,271,83,5,78,649.43624,208.9804,10.81,198.1704,985,215,60,155,12.65,3.44,0,3.44,28,7,2,5,59.268528,13.618054,5.211664,8.40639,228.935,112,0.415,111.585,523.747302,274.654,1.044902,273.609098,1248.2,430,0.8,429.2,30.8895,20.64,0,20.64,56.105,36,0.025,35.975,128.175823,81.708324,0.03642758,81.67189642,298,372,410,Ba2YB2O6ClEu0.04Bi0.005
8.0125,4,0.0025,3.9975,184,63,3,60,430.724,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.06530396,13.618054,5.391714761,8.226339239,90.775,38,0.145,37.855,195.45093,87.62,0.35029,87.26971,842.3125,290,0.4625,289.5375,18.5728,13.76,0,13.76,32.025,24,0.005,23.995,79.17274607,54.472216,0.0138465,54.4583695,298,361,413,Li2SrSiO4Eu0.01Ce0.0025
8.015,4,0.005,3.995,184,63,3,60,430.724,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.06530396,13.618054,5.391714761,8.226339239,90.92,38,0.29,37.71,195.80122,87.62,0.70058,86.91942,842.775,290,0.925,289.075,18.5756,13.76,0,13.76,32.03,24,0.01,23.99,79.18659257,54.472216,0.027693,54.444523,298,361,413,Li2SrSiO4Eu0.01Ce0.005
8.0175,4,0.0075,3.9925,184,63,3,60,430.724,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.06530396,13.618054,5.391714761,8.226339239,91.065,38,0.435,37.565,196.15151,87.62,1.05087,86.56913,843.2375,290,1.3875,288.6125,18.5784,13.76,0,13.76,32.035,24,0.015,23.985,79.20043907,54.472216,0.0415395,54.4306765,298,361,413,Li2SrSiO4Eu0.01Ce0.0075
8.02,4,0.01,3.99,184,63,3,60,430.724,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.06530396,13.618054,5.391714761,8.226339239,91.21,38,0.58,37.42,196.5018,87.62,1.40116,86.21884,843.7,290,1.85,288.15,18.5812,13.76,0,13.76,32.04,24,0.02,23.98,79.21428557,54.472216,0.055386,54.41683,298,361,413,Li2SrSiO4Eu0.01Ce0.01
6.01,4,0.01,3.99,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,126.63,74,0.63,73.37,289.43364,183.84,1.51964,182.32036,556.85,240,1.85,238.15,16.46,13.76,0,13.76,32.02,24,0.02,23.98,68.50610505,54.472216,0.05670385,54.41551215,298,276,415,CaWO4Eu0.01
6.02,4,0.02,3.98,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,127.26,74,1.26,72.74,290.95328,183.84,3.03928,180.80072,558.7,240,3.7,236.3,16.46,13.76,0,13.76,32.04,24,0.04,23.96,68.5628089,54.472216,0.1134077,54.3588083,298,276,415,CaWO4Eu0.02
21.005,12,0.005,11.995,189,63,8,55,441.2792432,151.964,15.999,135.965,800,215,50,165,11.43,3.98,0,3.98,24,7,2,5,56.291866,17.42282,5.211664,12.211156,376.315,117,0.315,116.685,837.3727432,274.654,0.75982,273.89418,2070.925,720,0.925,719.075,56.4,41.28,0,41.28,104.01,72,0.01,71.99,234.3979769,163.416648,0.028351925,163.3882961,298,350,415,Ba2Y3Si3O12FEu0.005
13,8,0.01,7.99,154,63,8,55,351.936762,151.964,15.999,135.965,680,200,60,140,8.23,3.44,0,3.44,27,12,2,10,44.8641912,13.618054,5.670385,7.947669,192.25,64,0.63,63.37,408.962964,130.76,1.51964,129.24036,1149.85,480,1.85,478.15,36.1405,27.52,0,27.52,84,48,0.02,47.98,154.4008244,108.944432,0.05670385,108.8877282,298,365,416,Sr0.99Zn2P2O8Eu0.01
13,8,0.006,7.994,179,63,8,55,406.874806,151.964,15.999,135.965,820,200,60,140,9.78,3.44,0,3.44,34,12,2,10,52.2982092,13.618054,5.670385,7.947669,192.22,64,0.15,63.85,408.9003123,130.36772,0.329628264,130.0380917,1149.88,480,0.84,479.16,36.1399,27.52,0,27.52,83.97,48,0.02,47.98,154.3890633,108.944432,0.044604108,108.8998279,298,365,416,Sr0.99Zn1.994P2O8Eu0.01Mn0.006
13,8,0.01,7.99,179,63,8,55,406.874806,151.964,15.999,135.965,820,200,60,140,9.78,3.44,0,3.44,34,12,2,10,52.2982092,13.618054,5.670385,7.947669,192.2,64,0.25,63.75,408.8585444,130.1062,0.54938044,129.5568196,1149.9,480,1.4,478.6,36.1395,27.52,0,27.52,83.95,48,0.02,47.98,154.3812226,108.944432,0.05670385,108.8877282,298,365,416,Sr0.99Zn1.99P2O8Eu0.01Mn0.01
12.874,8,0.01,7.99,179,63,8,55,406.874806,151.964,15.999,135.965,820,200,60,140,9.78,3.44,0,3.44,34,12,2,10,52.2982092,13.618054,5.670385,7.947669,188.4,64,0.35,63.65,400.5788966,127.992,0.769132616,127.2228674,1132.91,480,1.85,478.15,35.9312,27.52,0,27.52,82.418,48,0.02,47.98,153.1897128,108.944432,0.05670385,108.8877282,298,365,416,Sr0.99Zn1.86P2O8Eu0.01Mn0.014
19.04,12,0.04,11.96,182,63,8,55,420.31797,151.964,15.999,135.965,940,220,60,160,8.7,3.44,0,3.44,19,6,1,5,45.88894254,13.618054,4.34066354,9.27739046,260.52,96,2.52,93.48,557.324962,191.988,6.07856,185.90944,1782.4,720,7.4,712.6,52.28,41.28,0,41.28,96.08,72,0.08,71.92,217.7788289,163.416648,0.2268154,163.1898326,298,300,420,KBaSc2P3O12Eu0.04
13.07,8,0.07,7.93,129,63,8,55,286.0973078,151.964,15.999,135.965,840,185,60,125,8.88,3.44,0,3.44,18,6,1,5,44.6781223,13.618054,5.1390767,8.4789773,139.69,64,3.74,60.26,283.4057355,127.992,7.816521555,120.1754784,1137.85,480,12.95,467.05,35.6148,27.52,0,27.52,64.14,48,0.14,47.86,144.1346412,108.944432,0.39692695,108.5475051,298,365,420,Na0.34Ca0.66Al1.66Si2.34O8Eu0.07
13,8,0.01,7.99,118,63,8,55,263.1075385,151.964,15.999,135.965,660,185,60,125,7.95,3.44,0,3.44,17,6,2,4,39.5390456,13.618054,5.670385,7.947669,138.43,64,0.63,63.37,279.321937,127.992,1.51964,126.47236,1130.05,480,1.85,478.15,35.53,27.52,0,27.52,64,48,0.02,47.98,143.3280623,108.944432,0.05670385,108.8877282,298,354,425,Ca0.99Al2Si2O8Eu0.01
13,8,0.01,7.99,143,63,8,55,318.0455825,151.964,15.999,135.965,800,185,60,125,9.5,3.44,0,3.44,24,7,2,5,46.9730636,13.618054,5.670385,7.947669,138.68,64,0.63,63.37,280.0649392,127.992,1.51964,126.47236,1128.05,480,1.85,478.15,35.5575,27.52,0,27.52,64.25,48,0.02,47.98,143.3941054,108.944432,0.05670385,108.8877282,298,354,425,Ca0.94Al2Si2O8Eu0.01Mn0.05
13,8,0.01,7.99,143,63,8,55,318.0455825,151.964,15.999,135.965,800,185,60,125,9.5,3.44,0,3.44,24,7,2,5,46.9730636,13.618054,5.670385,7.947669,138.93,64,0.63,63.37,280.8079414,127.992,1.51964,126.47236,1126.05,480,1.85,478.15,35.585,27.52,0,27.52,64.5,48,0.02,47.98,143.4601486,108.944432,0.05670385,108.8877282,298,354,425,Ca0.89Al2Si2O8Eu0.01Mn0.1
13,8,0.01,7.99,143,63,8,55,318.0455825,151.964,15.999,135.965,800,185,60,125,9.5,3.44,0,3.44,24,7,2,5,46.9730636,13.618054,5.670385,7.947669,139.18,64,0.63,63.37,281.5509436,127.992,1.51964,126.47236,1124.05,480,1.85,478.15,35.6125,27.52,0,27.52,64.75,48,0.02,47.98,143.5261917,108.944432,0.05670385,108.8877282,298,354,425,Ca0.84Al2Si2O8Eu0.01Mn0.15
13,8,0.01,7.99,143,63,8,55,318.0455825,151.964,15.999,135.965,800,185,60,125,9.5,3.44,0,3.44,24,7,2,5,46.9730636,13.618054,5.670385,7.947669,139.43,64,0.63,63.37,282.2939458,127.992,1.51964,126.47236,1122.05,480,1.85,478.15,35.64,27.52,0,27.52,65,48,0.02,47.98,143.5922349,108.944432,0.05670385,108.8877282,298,354,425,Ca0.79Al2Si2O8Eu0.01Mn0.2
13,8,0.01,7.99,143,63,8,55,318.0455825,151.964,15.999,135.965,800,185,60,125,9.5,3.44,0,3.44,24,7,2,5,46.9730636,13.618054,5.670385,7.947669,139.68,64,0.63,63.37,283.036948,127.992,1.51964,126.47236,1120.05,480,1.85,478.15,35.6675,27.52,0,27.52,65.25,48,0.02,47.98,143.658278,108.944432,0.05670385,108.8877282,298,354,425,Ca0.74Al2Si2O8Eu0.01Mn0.25
12.95,8,0.01,7.99,118,63,8,55,263.1075385,151.964,15.999,135.965,660,185,60,125,7.95,3.44,0,3.44,17,6,2,4,39.5390456,13.618054,5.670385,7.947669,137.43,64,0.63,63.37,277.318037,127.992,1.51964,126.47236,1121.05,480,1.85,478.15,35.48,27.52,0,27.52,63.9,48,0.02,47.98,143.0224045,108.944432,0.05670385,108.8877282,298,354,425,Ca0.94Al2Si2O8Eu0.01
13.04,8,0.04,7.96,98,63,8,55,223.241762,151.964,15.999,135.965,495,185,60,125,6.94,3.44,0,3.44,15,6,2,4,37.42136,13.618054,5.670385,7.947669,132.52,64,2.52,61.48,268.933084,127.992,6.07856,121.91344,1137.4,480,7.4,472.6,35.83,27.52,0,27.52,64.08,48,0.08,47.92,153.0833244,108.944432,0.2268154,108.7176166,298,378,427,Mg3P2O8Eu0.04
13.055,8,0.015,7.985,123,63,8,55,278.179806,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669,132.895,64,0.375,63.625,269.7571547,127.992,0.82407066,127.1679293,1139.5,480,2.1,477.9,35.85325,27.52,0,27.52,64.185,48,0.08,47.92,153.1948347,108.944432,0.11151027,108.8329217,298,378,427,Mg3P2O8Eu0.04Mn0.015
13.07,8,0.03,7.97,123,63,8,55,278.179806,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669,133.27,64,0.75,63.25,270.5812253,127.992,1.64814132,126.3438587,1141.6,480,4.2,475.8,35.8765,27.52,0,27.52,64.29,48,0.08,47.92,153.3063449,108.944432,0.22302054,108.7214115,298,378,427,Mg3P2O8Eu0.04Mn0.03
13.1,8,0.04,7.96,123,63,8,55,278.179806,151.964,15.999,135.965,635,185,60,125,8.49,3.44,0,3.44,22,7,2,5,44.855378,13.618054,5.670385,7.947669,134.02,64,1.5,62.5,272.2293666,127.992,3.29628264,124.6957174,1145.8,480,7.4,472.6,35.923,27.52,0,27.52,64.5,48,0.08,47.92,153.5293655,108.944432,0.2268154,108.7176166,298,378,427,Mg3P2O8Eu0.04Mn0.06
2,1,0.005,0.995,120,63,19,44,278.6823,151.964,39.0983,112.8657,605,220,185,35,1.77,0.95,0,0.95,5,2,1,1,15.70591574,5.6948672,4.34066354,1.35420366,57.125,37.81,0.315,37.495,127.04002,87.1819,0.75982,86.42208,419.925,220,0.925,219.075,1.76525,0.94525,0,0.94525,3,1.99,0.01,1.98,10.03540833,5.666392864,0.028351925,5.638040939,298,365,430,KSr0.995Eu0.005
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,56.325,37.81,0.315,37.495,125.4291669,87.1819,0.75982,86.42208,415.925,199,0.925,198.075,1.77625,0.94525,0,0.94525,3,1.99,0.01,1.98,10.11524965,5.666392864,0.028351925,5.638040939,298,365,434,K0.9Na0.1Sr0.995Eu0.005
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,628.181,224,0.441,223.559,1326.874008,447.972,1.063748,446.908252,4259.955,1680,1.295,1678.705,121.582,96.32,0,96.32,223.888,168,0.014,167.986,513.7202387,381.305512,0.039692695,381.2658193,298,380,435,Ca4.437Sr4.5YP7O28Eu0.007
20,12,0.001,11.999,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,252.051,96,0.063,95.937,528.670416,191.988,0.151964,191.836036,1850.035,720,0.185,719.815,53.35869,41.28,0,41.28,96,72,0.002,71.998,219.416565,163.416648,0.005670385,163.4109776,298,370,436,Y2Mg1.999Al2Si2O12Eu0.001
2,0.995,0.005,0.99,131,63,11,52,301.6720693,151.964,22.98976928,128.9742307,785,220,180,40,2.7,0.95,0,0.95,6,2,1,1,20.84499244,5.6948672,4.34066354,1.35420366,55.525,37.81,0.315,37.495,123.8183139,87.1819,0.75982,86.42208,411.925,199,0.925,198.075,1.78725,0.94525,0,0.94525,3,1.99,0.01,1.98,10.19509096,5.666392864,0.028351925,5.638040939,298,365,437,K0.8Na0.2Sr0.995Eu0.005
32,19,0.03,18.97,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.21,156,1.89,154.11,765.525572,323.778462,4.55892,319.219542,2854.1,1500,5.55,1494.45,85.5433,65.36,0,65.36,152,114,0.06,113.94,335.7976724,258.743026,0.17011155,258.5729145,298,350,442,Ba0.97Al12O19Eu0.03
44.944,28,0.007,27.993,183,63,8,55,415.540602,151.964,15.999,135.965,905,200,60,140,8.8,3.44,0,3.44,20,6,2,4,47.8004074,13.618054,5.670385,7.947669,595.781,224,0.441,223.559,1241.298408,447.972,1.063748,446.908252,4223.955,1680,1.295,1678.705,121.672,96.32,0,96.32,223.888,168,0.014,167.986,514.4731571,381.305512,0.039692695,381.2658193,298,380,442,Ca6.237Sr2.7YP7O28Eu0.007
32,19,0.01,18.99,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.07,156,0.63,155.37,765.232832,323.778462,1.51964,322.258822,2854.7,1500,1.85,1498.15,85.5611,65.36,0,65.36,152,114,0.02,113.98,335.788498,258.743026,0.05670385,258.6863221,298,350,443,Ba0.99Al12O19Eu0.01
32,19,0.05,18.95,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.35,156,3.15,152.85,765.818312,323.778462,7.5982,316.180262,2853.5,1500,9.25,1490.75,85.5255,65.36,0,65.36,152,114,0.1,113.9,335.8068469,258.743026,0.28351925,258.4595068,298,350,443,Ba0.95Al12O19Eu0.05
32,19,0.07,18.93,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.49,156,4.41,151.59,766.111052,323.778462,10.63748,313.140982,2852.9,1500,12.95,1487.05,85.5077,65.36,0,65.36,152,114,0.14,113.86,335.8160213,258.743026,0.39692695,258.346099,298,350,443,Ba0.93Al12O19Eu0.07
21,12,0.005,11.995,141,63,8,55,322.006762,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.4376222,13.618054,5.670385,7.947669,348.125,189.81,0.315,189.495,758.781006,437.6619,0.75982,436.90208,2119.925,999,0.925,998.075,55.75525,41.28,0,41.28,104,72,0.01,71.99,236.3185496,163.416648,0.028351925,163.3882961,298,277,444,Sr4.995P3O12ClEu0.005
21,12,0.01,11.99,141,63,8,55,322.006762,151.964,15.999,135.965,645,200,60,140,9.74,3.44,0,3.44,22,7,2,5,48.4376222,13.618054,5.670385,7.947669,348.25,189.62,0.63,188.99,759.102726,437.2238,1.51964,435.70416,2119.85,998,1.85,996.15,55.7505,41.28,0,41.28,104,72,0.02,71.98,236.3184272,163.416648,0.05670385,163.3599442,298,277,444,Sr4.99P3O12ClEu0.01
