Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Emission max. (nm),Formula
41,24,0.09,23.91,162,63,8,55,378.330908,151.964,15.999,135.965,730,215,60,155,7.59,3.44,0,3.44,17,6,2,4,39.213276,13.618054,5.211664,8.40639,822.63,498.96,5.67,493.29,1879.658146,1223.58357,13.67676,1209.90681,4352.3,1915.65,16.65,1899,104.6099,82.56,0,82.56,192,144,0.18,143.82,435.8126349,326.833296,0.51033465,326.3229614,298,330,510,Ba8.91Sc2Si6O24Eu0.09
10.99,4,0.005,3.995,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.015,59.7,0.315,59.385,268.57265,119.63283,0.75982,118.87301,1128.225,537.3,0.925,536.375,26.625,13.76,0,13.76,47.98,24,0.01,23.99,118.1199622,54.472216,0.028351925,54.44386408,298,330,510,Ca2.985Si2O4N2Eu0.005
10.98,4,0.01,3.99,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.03,59.4,0.63,58.77,268.7313,119.03166,1.51964,117.51202,1126.45,534.6,1.85,532.75,26.61,13.76,0,13.76,47.96,24,0.02,23.98,118.0566168,54.472216,0.05670385,54.41551215,298,330,510,Ca2.97Si2O4N2Eu0.01
13,5,0.01,4.99,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,200.07,55.44,0.63,54.81,438.545287,135.95373,1.51964,134.43409,1309.7,325,1.85,323.15,31.2011,15.2,0,15.2,56,25,0.02,24.98,139.615172,72.67065,0.05670385,72.61394615,298,354,510,Ba0.99YSi2Al2O2N5Eu0.01
45,28,0.03,27.97,145,63,8,55,331.51267,151.964,15.999,135.965,705,200,60,140,7.94,3.44,0,3.44,18,6,2,4,42.0314822,13.618054,5.670385,7.947669,692.75,340.86,1.89,338.97,1500.254562,785.9514,4.55892,781.39248,4339.55,1794,5.55,1788.45,121.5315,96.32,0,96.32,224,168,0.06,167.94,512.5268743,381.305512,0.17011155,381.1354005,298,365,510,Sr8.97ScP7O28Eu0.03
20,12,0.01,11.99,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.6,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454,252.89,96,0.63,95.37,530.8435502,191.988,1.51964,190.46836,1850.45,720,1.85,718.15,53.3449,41.28,0,41.28,95.98,72,0.02,71.98,219.3852091,163.416648,0.05670385,163.3599442,298,365,510,Y1.98Mg1.99Al2Si2O12Eu0.01Ce0.02
19.005,6,0.005,5.995,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,458.315,280,0.315,279.685,1052.25882,686.635,0.75982,685.87518,2255.925,1075,0.925,1074.075,47.85,20.64,0,20.64,96.01,42,0.01,41.99,201.9041419,81.708324,0.028351925,81.67997208,298,400,510,Ba5Si2O6Cl6Eu0.005
19.01,6,0.01,5.99,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,458.63,280,0.63,279.37,1053.01864,686.635,1.51964,685.11536,2256.85,1075,1.85,1073.15,47.85,20.64,0,20.64,96.02,42,0.02,41.98,201.9324939,81.708324,0.05670385,81.65162015,298,400,510,Ba5Si2O6Cl6Eu0.01
19.02,6,0.02,5.98,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,459.26,280,1.26,278.74,1054.53828,686.635,3.03928,683.59572,2258.7,1075,3.7,1071.3,47.85,20.64,0,20.64,96.04,42,0.04,41.96,201.9891977,81.708324,0.1134077,81.5949163,298,400,510,Ba5Si2O6Cl6Eu0.02
19.03,6,0.03,5.97,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,459.89,280,1.89,278.11,1056.05792,686.635,4.55892,682.07608,2260.55,1075,5.55,1069.45,47.85,20.64,0,20.64,96.06,42,0.06,41.94,202.0459016,81.708324,0.17011155,81.53821245,298,400,510,Ba5Si2O6Cl6Eu0.03
19.04,6,0.04,5.96,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,460.52,280,2.52,277.48,1057.57756,686.635,6.07856,680.55644,2262.4,1075,7.4,1067.6,47.85,20.64,0,20.64,96.08,42,0.08,41.92,202.1026054,81.708324,0.2268154,81.4815086,298,400,510,Ba5Si2O6Cl6Eu0.04
19.05,6,0.05,5.95,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,461.15,280,3.15,276.85,1059.0972,686.635,7.5982,679.0368,2264.25,1075,9.25,1065.75,47.85,20.64,0,20.64,96.1,42,0.1,41.9,202.1593093,81.708324,0.28351925,81.42480475,298,400,510,Ba5Si2O6Cl6Eu0.05
19.06,6,0.06,5.94,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.40639,461.78,280,3.78,276.22,1060.61684,686.635,9.11784,677.51716,2266.1,1075,11.1,1063.9,47.85,20.64,0,20.64,96.12,42,0.12,41.88,202.2160131,81.708324,0.3402231,81.3681009,298,400,510,Ba5Si2O6Cl6Eu0.06
10.94,4,0.03,3.97,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.09,58.2,1.89,56.31,269.3659,116.62698,4.55892,112.06806,1119.35,523.8,5.55,518.25,26.55,13.76,0,13.76,47.88,24,0.06,23.94,117.8032352,54.472216,0.17011155,54.30210445,298,330,511,Ca2.91Si2O4N2Eu0.03
12.03,6,0.03,5.97,220,71,5,66,526.5168,174.9668,10.81,164.1568,820,215,60,155,10.53,3.44,0,3.44,22,7,2,5,51.191623,13.618054,5.211664,8.40639,259.89,112,1.89,110.11,607.24372,274.654,4.55892,270.09508,1240.55,430,5.55,424.45,30.66,20.64,0,20.64,55.06,36,0.06,35.94,127.2913026,81.708324,0.17011155,81.53821245,298,365,511,Ba2LuB2O6ClEu0.03
13,5,0.02,4.98,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,200.14,54.88,1.26,53.62,438.691657,134.58046,3.03928,131.54118,1309.4,325,3.7,321.3,31.1922,15.2,0,15.2,56,25,0.04,24.96,139.6197592,72.67065,0.1134077,72.5572423,298,358,512,Ba0.98YSi2Al2O2N5Eu0.02
13,5,0.01,4.99,232,71,7,64,549.3303385,174.9668,14.007,160.9598,935,215,60,155,11.88,3.44,0,3.44,24,6,2,4,58.5975554,14.53413,5.211664,9.322466,232.07,71,0.63,70.37,524.606247,174.9668,1.51964,173.44716,1304.7,325,1.85,323.15,30.9811,15.2,0,15.2,55,25,0.02,24.98,138.823783,72.67065,0.05670385,72.61394615,298,365,512,Ba0.99LuAl2Si2O2N5Eu0.01
10.9,4,0.05,3.95,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.15,57,3.15,53.85,270.0005,114.2223,7.5982,106.6241,1112.25,513,9.25,503.75,26.49,13.76,0,13.76,47.8,24,0.1,23.9,117.5498536,54.472216,0.28351925,54.18869675,298,330,514,Ca2.85Si2O4N2Eu0.05
13,8,0.01,7.99,144,63,8,55,326.634762,151.964,15.999,135.965,725,200,60,140,7.58,3.44,0,3.44,17,6,2,4,41.5831474,13.618054,5.670385,7.947669,185.93,66.5,0.63,65.87,394.490884,153.335,1.51964,151.81536,1255.05,480,1.85,478.15,34.8025,27.52,0,27.52,64,48,0.02,47.98,147.5208379,108.944432,0.05670385,108.8877282,298,365,514,Sr1.75Ca1.24P2O8Eu0.01
13,5,0.04,4.96,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,200.28,53.76,2.52,51.24,438.984397,131.83392,6.07856,125.75536,1308.8,325,7.4,317.6,31.1744,15.2,0,15.2,56,25,0.08,24.92,139.6289336,72.67065,0.2268154,72.4438346,298,354,515,Ba0.96YSi2Al2O2N5Eu0.04
20.001,12,0.001,11.999,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,420.063,280,0.063,279.937,968.807488,686.635,0.151964,686.483036,2105.185,1075,0.185,1074.815,52.01,41.28,0,41.28,96.002,72,0.002,71.998,218.6056934,163.416648,0.005670385,163.4109776,298,405,515,Ba5P2SiO12Eu0.001
20.005,12,0.005,11.995,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,420.315,280,0.315,279.685,969.415344,686.635,0.75982,685.87518,2105.925,1075,0.925,1074.075,52.01,41.28,0,41.28,96.01,72,0.01,71.99,218.6283749,163.416648,0.028351925,163.3882961,298,405,515,Ba5P2SiO12Eu0.005
20.01,12,0.01,11.99,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,420.63,280,0.63,279.37,970.175164,686.635,1.51964,685.11536,2106.85,1075,1.85,1073.15,52.01,41.28,0,41.28,96.02,72,0.02,71.98,218.6567269,163.416648,0.05670385,163.3599442,298,405,515,Ba5P2SiO12Eu0.01
20.02,12,0.02,11.98,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,421.26,280,1.26,278.74,971.694804,686.635,3.03928,683.59572,2108.7,1075,3.7,1071.3,52.01,41.28,0,41.28,96.04,72,0.04,71.96,218.7134307,163.416648,0.1134077,163.3032403,298,405,515,Ba5P2SiO12Eu0.02
20.03,12,0.03,11.97,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,421.89,280,1.89,278.11,973.214444,686.635,4.55892,682.07608,2110.55,1075,5.55,1069.45,52.01,41.28,0,41.28,96.06,72,0.06,71.94,218.7701346,163.416648,0.17011155,163.2465365,298,405,515,Ba5P2SiO12Eu0.03
20.04,12,0.04,11.96,156,63,8,55,364.348762,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.138472,13.618054,5.211664,8.40639,422.52,280,2.52,277.48,974.734084,686.635,6.07856,680.55644,2112.4,1075,7.4,1067.6,52.01,41.28,0,41.28,96.08,72,0.08,71.92,218.8268384,163.416648,0.2268154,163.1898326,298,405,515,Ba5P2SiO12Eu0.04
11,7,0.04,6.96,132,63,8,55,306.5245,151.964,15.999,135.965,580,200,60,140,6.02,3.44,0,3.44,15,6,2,4,31.7294932,13.618054,5.670385,7.947669,179,74.48,2.52,71.96,391.68976,171.7352,6.07856,165.65664,1089.4,420,7.4,412.6,29.202,24.08,0,24.08,56,42,0.08,41.92,120.2075071,95.326378,0.2268154,95.0995626,298,355,518,Sr1.96V2O7Eu0.04
11,7,0.08,6.92,132,63,8,55,306.5245,151.964,15.999,135.965,580,200,60,140,6.02,3.44,0,3.44,15,6,2,4,31.7294932,13.618054,5.670385,7.947669,180,72.96,5.04,67.92,394.26352,168.2304,12.15712,156.07328,1088.8,420,14.8,405.2,29.164,24.08,0,24.08,56,42,0.16,41.84,120.2065278,95.326378,0.4536308,94.8727472,298,355,518,Sr1.92V2O7Eu0.08
11,7,0.12,6.88,132,63,8,55,306.5245,151.964,15.999,135.965,580,200,60,140,6.02,3.44,0,3.44,15,6,2,4,31.7294932,13.618054,5.670385,7.947669,181,71.44,7.56,63.88,396.83728,164.7256,18.23568,146.48992,1088.2,420,22.2,397.8,29.126,24.08,0,24.08,56,42,0.24,41.76,120.2055485,95.326378,0.6804462,94.6459318,298,355,518,Sr1.88V2O7Eu0.12
11,7,0.16,6.84,132,63,8,55,306.5245,151.964,15.999,135.965,580,200,60,140,6.02,3.44,0,3.44,15,6,2,4,31.7294932,13.618054,5.670385,7.947669,182,69.92,10.08,59.84,399.41104,161.2208,24.31424,136.90656,1087.6,420,29.6,390.4,29.088,24.08,0,24.08,56,42,0.32,41.68,120.2045692,95.326378,0.9072616,94.4191164,298,355,518,Sr1.84V2O7Eu0.16
11,7,0.2,6.8,132,63,8,55,306.5245,151.964,15.999,135.965,580,200,60,140,6.02,3.44,0,3.44,15,6,2,4,31.7294932,13.618054,5.670385,7.947669,183,68.4,12.6,55.8,401.9848,157.716,30.3928,127.3232,1087,420,37,383,29.05,24.08,0,24.08,56,42,0.4,41.6,120.20359,95.326378,1.134077,94.192301,298,355,518,Sr1.80V2O7Eu0.2
11,7,0.24,6.76,132,63,8,55,306.5245,151.964,15.999,135.965,580,200,60,140,6.02,3.44,0,3.44,15,6,2,4,31.7294932,13.618054,5.670385,7.947669,184,66.88,15.12,51.76,404.55856,154.2112,36.47136,117.73984,1086.4,420,44.4,375.6,29.012,24.08,0,24.08,56,42,0.48,41.52,120.2026107,95.326378,1.3608924,93.9654856,298,355,518,Sr1.76V2O7Eu0.24
13,5,0.08,4.92,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,200.56,51.52,5.04,46.48,439.569877,126.34084,12.15712,114.18372,1307.6,325,14.8,310.2,31.1388,15.2,0,15.2,56,25,0.16,24.84,139.6472825,72.67065,0.4536308,72.2170192,298,359,519,Ba0.92YSi2Al2O2N5Eu0.08
8,4,1,3,179,63,8,55,420.995,151.964,15.999,135.965,770,215,60,155,7.18,3.44,0,3.44,16,6,2,4,38.3466532,13.618054,5.211664,8.40639,203,63,14,49,468.992,151.964,28.085,123.879,950,240,110,130,17.5,13.76,0,13.76,34,24,2,22,79.2008152,54.472216,5.211664,49.260552,298,450,520,SrBaSiO4Eu1
10.86,4,0.07,3.93,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,134.21,55.8,4.41,51.39,270.6351,111.81762,10.63748,101.18014,1105.15,502.2,12.95,489.25,26.43,13.76,0,13.76,47.72,24,0.14,23.86,117.296472,54.472216,0.39692695,54.07528905,298,330,522,Ca2.79Si2O4N2Eu0.07
20,12,0.01,11.99,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.6,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454,253.08,96,0.63,95.37,531.3556518,191.988,1.51964,190.46836,1850.5,720,1.85,718.15,53.3439,41.28,0,41.28,95.97,72,0.02,71.98,219.3784225,163.416648,0.05670385,163.3599442,298,365,522,Y1.97Mg1.99Al2Si2O12Eu0.01Ce0.03
13,5,0.01,4.99,214,71,7,64,499.6233385,174.9668,14.007,160.9598,920,200,60,140,11.94,3.44,0,3.44,24,6,2,4,59.0807586,14.53413,5.425871,9.108259,214.25,71,0.63,70.37,475.396317,174.9668,1.51964,173.44716,1289.85,325,1.85,323.15,31.0405,15.2,0,15.2,55,25,0.02,24.98,139.3021542,72.67065,0.05670385,72.61394615,298,365,526,Sr0.99LuAl2Si2O2N5Eu0.01
12.03,6,0.03,5.97,188,63,5,58,440.45584,151.964,10.81,141.154,825,215,60,155,10.75,3.44,0,3.44,23,7,2,5,51.983012,13.618054,5.211664,8.40639,227.89,112,1.89,110.11,521.18276,274.654,4.55892,270.09508,1245.55,430,5.55,424.45,30.88,20.64,0,20.64,56.06,36,0.06,35.94,128.0826916,81.708324,0.17011155,81.53821245,298,365,526,Ba2YB2O6ClEu0.03
13,5,0.12,4.88,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,200.84,49.28,7.56,41.72,440.155357,120.84776,18.23568,102.61208,1306.4,325,22.2,302.8,31.1032,15.2,0,15.2,56,25,0.24,24.76,139.6656313,72.67065,0.6804462,71.9902038,298,362,527,Ba0.88YSi2Al2O2N5Eu0.12
41,25,0.05,24.95,144,63,8,55,325.03184,151.964,15.999,135.965,715,185,60,125,7.56,3.44,0,3.44,17,6,2,4,39.7705372,13.618054,5.670385,7.947669,600.15,234,3.15,230.85,1267.82634,533.43504,7.5982,525.83684,3960.25,1500,9.25,1490.75,108.67,86,0,86,200,150,0.1,149.9,451.0954903,340.45135,0.28351925,340.1678308,298,432,527,Ca3.95Y6Si6O25Eu0.05
41,25,0.01,24.99,169,63,8,55,379.969884,151.964,15.999,135.965,855,185,60,125,9.11,3.44,0,3.44,24,7,2,5,47.2045552,13.618054,5.670385,7.947669,600.2,234,0.25,233.75,1267.97494,533.43504,0.54938044,532.8856596,3959.85,1500,1.4,1498.6,108.6755,86,0,86,200.05,150,0.07,149.93,451.1086989,340.45135,0.07434018,340.3770098,298,432,527,Ca3.94Y6Si6O25Eu0.05Mn0.01
41,25,0.03,24.97,169,63,8,55,379.969884,151.964,15.999,135.965,855,185,60,125,9.11,3.44,0,3.44,24,7,2,5,47.2045552,13.618054,5.670385,7.947669,600.3,234,0.75,233.25,1268.272141,533.43504,1.64814132,531.7868987,3959.05,1500,4.2,1495.8,108.6865,86,0,86,200.15,150,0.1,149.9,451.1351162,340.45135,0.22302054,340.2283295,298,432,527,Ca3.92Y6Si6O25Eu0.05Mn0.03
13,5,0.08,4.92,238,63,7,56,550.8893785,151.964,14.007,137.957,1140,215,60,155,13.05,3.44,0,3.44,27,6,2,4,65.0838116,14.53413,5.211664,9.322466,198.76,45.92,3.8,42.12,434.599177,112.60814,8.762,103.84614,1306.1,325,14.8,310.2,31.1448,15.2,0,15.2,56,25,0.16,24.84,139.6956028,72.67065,0.4536308,72.2170192,298,365,528,Ba0.82Sr0.1YSi2Al2O2N5Eu0.08
11.996,7,0.004,6.996,117,63,8,55,260.431,151.964,15.999,135.965,685,185,60,125,7.65,3.44,0,3.44,16,6,2,4,41.1995122,13.618054,5.670385,7.947669,136.092,56,0.252,55.748,272.911232,111.993,0.607856,111.385144,1149.3,420,0.74,419.26,31.182,24.08,0,24.08,55.992,42,0.008,41.992,131.4760657,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992MgSi2O7Eu0.004
11.996,7,0.004,6.996,142,63,8,55,315.369044,151.964,15.999,135.965,825,185,60,125,9.2,3.44,0,3.44,23,7,2,5,48.6335302,13.618054,5.670385,7.947669,137.392,56,0.252,55.748,275.9745364,111.993,0.607856,111.385144,1148.3,420,0.74,419.26,31.206,24.08,0,24.08,56.492,42,0.008,41.992,131.454844,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992Mg0.9Si2O7Eu0.004Mn0.1
11.996,7,0.004,6.996,142,63,8,55,315.369044,151.964,15.999,135.965,825,185,60,125,9.2,3.44,0,3.44,23,7,2,5,48.6335302,13.618054,5.670385,7.947669,138.042,56,0.252,55.748,277.5061886,111.993,0.607856,111.385144,1147.8,420,0.74,419.26,31.218,24.08,0,24.08,56.742,42,0.008,41.992,131.4442331,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992Mg0.85Si2O7Eu0.004Mn0.15
11.996,7,0.004,6.996,142,63,8,55,315.369044,151.964,15.999,135.965,825,185,60,125,9.2,3.44,0,3.44,23,7,2,5,48.6335302,13.618054,5.670385,7.947669,138.692,56,0.252,55.748,279.0378408,111.993,0.607856,111.385144,1147.3,420,0.74,419.26,31.23,24.08,0,24.08,56.992,42,0.008,41.992,131.4336223,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992Mg0.8Si2O7Eu0.004Mn0.2
11.996,7,0.004,6.996,142,63,8,55,315.369044,151.964,15.999,135.965,825,185,60,125,9.2,3.44,0,3.44,23,7,2,5,48.6335302,13.618054,5.670385,7.947669,139.342,56,0.252,55.748,280.569493,111.993,0.607856,111.385144,1146.8,420,0.74,419.26,31.242,24.08,0,24.08,57.242,42,0.008,41.992,131.4230114,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992Mg0.75Si2O7Eu0.004Mn0.25
11.996,7,0.004,6.996,142,63,8,55,315.369044,151.964,15.999,135.965,825,185,60,125,9.2,3.44,0,3.44,23,7,2,5,48.6335302,13.618054,5.670385,7.947669,139.992,56,0.252,55.748,282.1011452,111.993,0.607856,111.385144,1146.3,420,0.74,419.26,31.254,24.08,0,24.08,57.492,42,0.008,41.992,131.4124006,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992Mg0.7Si2O7Eu0.004Mn0.3
11.996,7,0.004,6.996,142,63,8,55,315.369044,151.964,15.999,135.965,825,185,60,125,9.2,3.44,0,3.44,23,7,2,5,48.6335302,13.618054,5.670385,7.947669,140.642,56,0.252,55.748,283.6327974,111.993,0.607856,111.385144,1145.8,420,0.74,419.26,31.266,24.08,0,24.08,57.742,42,0.008,41.992,131.4017897,95.326378,0.02268154,95.30369646,298,381,528,Ca1.992Mg0.65Si2O7Eu0.004Mn0.35
20,12,0.01,11.99,207,63,8,55,476.3563785,151.964,15.999,135.965,995,185,60,125,10.6,3.44,0,3.44,22,6,2,4,52.8279854,13.618054,5.5386,8.079454,253.27,96,0.63,95.37,531.8677534,191.988,1.51964,190.46836,1850.55,720,1.85,718.15,53.3429,41.28,0,41.28,95.96,72,0.02,71.98,219.3716359,163.416648,0.05670385,163.3599442,298,365,529,Y1.96Mg1.99Al2Si2O12Eu0.01Ce0.04
13,5,0.16,4.84,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.1,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322466,201.12,47.04,10.08,36.96,440.740837,115.35468,24.31424,91.04044,1305.2,325,29.6,295.4,31.0676,15.2,0,15.2,56,25,0.32,24.68,139.6839802,72.67065,0.9072616,71.7633884,298,359,533,Ba0.84YSi2Al2O2N5Eu0.16
13,5,0.08,4.92,238,63,7,56,550.8893785,151.964,14.007,137.957,1140,215,60,155,13.05,3.44,0,3.44,27,6,2,4,65.0838116,14.53413,5.211664,9.322466,196.96,40.32,5.04,35.28,429.628477,98.87544,12.15712,86.71832,1304.6,325,14.8,310.2,31.1508,15.2,0,15.2,56,25,0.16,24.84,139.7439231,72.67065,0.4536308,72.2170192,298,365,533,Ba0.72Sr0.2YSi2Al2O2N5Eu0.08
10,6,0.05,5.95,117,63,8,55,263.9936773,151.964,15.999,135.965,695,185,60,125,7.63,3.44,0,3.44,16,6,1,5,39.1406887,13.618054,5.1390767,8.4789773,110.6,48,3.15,44.85,226.5583888,95.994,7.5982,88.3958,920.25,360,9.25,350.75,26.6835,20.64,0,20.64,48.05,36,0.1,35.9,109.7388221,81.708324,0.28351925,81.42480475,298,365,533,Na0.95ScSi2O6Eu0.05
10,6,0.03,5.97,142,63,8,55,318.9317213,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,110.72,48,0.75,47.25,226.8578529,95.994,1.64814132,94.34585868,919.65,360,4.2,355.8,26.6892,20.64,0,20.64,48.17,36,0.1,35.9,109.764998,81.708324,0.22302054,81.48530346,298,365,533,Na0.95Sc0.97Si2O6Eu0.05Mn0.03
10,6,0.05,5.95,142,63,8,55,318.9317213,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,111,48,2.5,45.5,227.5566024,95.994,5.4938044,90.5001956,918.25,360,9.25,350.75,26.7025,20.64,0,20.64,48.45,36,0.1,35.9,109.8260749,81.708324,0.28351925,81.42480475,298,365,533,Na0.95Sc0.9Si2O6Eu0.05Mn0.1
7,4,0.06,3.94,148,63,16,47,341.367,151.964,32.06,119.904,615,200,100,100,5.34,2.58,0,2.58,13,6,2,4,27.724564,10.36001,5.670385,4.689625,165.5,64,3.78,60.22,359.16664,139.446,9.11784,130.32816,859.1,400,11.1,388.9,14.833,10.32,0,10.32,32,24,0.12,23.88,59.13204187,41.44004,0.3402231,41.0998169,298,400,534,Sr0.94Ga2S4Eu0.06
20,12,0.035,11.965,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,322.875,112.67,2.205,110.465,709.0278033,259.7933,5.31874,254.47456,2004.475,720,6.475,713.525,52.40675,41.28,0,41.28,96,72,0.07,71.93,220.3414244,163.416648,0.198463475,163.2181845,298,380,535,Sr2.965LaNaP2SiO12Eu0.035
20,12,0.05,11.95,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,323.25,112.1,3.15,108.95,709.9929633,258.479,7.5982,250.8808,2004.25,720,9.25,710.75,52.3925,41.28,0,41.28,96,72,0.1,71.9,220.3410572,163.416648,0.28351925,163.1331288,298,380,535,Sr2.95LaNaP2SiO12Eu0.05
20,12,0.075,11.925,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,323.875,111.15,4.725,106.425,711.6015633,256.2885,11.3973,244.8912,2003.875,720,13.875,706.125,52.36875,41.28,0,41.28,96,72,0.15,71.85,220.3404451,163.416648,0.425278875,162.9913691,298,380,535,Sr2.925LaNaP2SiO12Eu0.075
20,12,0.1,11.9,206,63,8,55,476.5370013,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,324.5,110.2,6.3,103.9,713.2101633,254.098,15.1964,238.9016,2003.5,720,18.5,701.5,52.345,41.28,0,41.28,96,72,0.2,71.8,220.3398331,163.416648,0.5670385,162.8496095,298,380,535,Sr2.9LaNaP2SiO12Eu0.1
