protocol,feature_set,model,training_mode,Eu valence,fold,train_rows,test_rows,mae,rmse,r2
group_host,AF+T,xgboost,separate,2,4,500,126,30.298435998341393,53.32073262018217,0.5077846890003912
group_host,AF+T,xgboost,separate,3,0,832,207,7.501392309216485,19.484802984447864,-0.038493107948863736
group_host,AF+T,xgboost,separate,3,1,839,200,6.22207015991211,14.251627179084448,0.30423079327028224
group_host,AF+T,xgboost,separate,3,2,867,172,5.473077818404796,10.370176709783696,0.7306983556602307
group_host,AF+T,xgboost,separate,3,3,833,206,11.56001266923923,30.140887872668607,0.3120986350180893
group_host,AF+T,xgboost,separate,3,4,785,254,12.577674925796629,34.030557892899296,0.11012383998624686
group_host,AF+T+ES,median,pooled,2,0,499,127,76.96850393700787,99.16426362910362,-0.8635551287878804
group_host,AF+T+ES,median,pooled,2,1,497,129,98.6124031007752,112.21383932668068,-1.4948352400241625
group_host,AF+T+ES,median,pooled,2,2,518,108,97.9074074074074,115.55013341979893,-1.4061451898721504
group_host,AF+T+ES,median,pooled,2,3,490,136,91.21323529411765,109.75202664616803,-1.0940993202416034
group_host,AF+T+ES,median,pooled,2,4,500,126,110.37301587301587,126.44507559749863,-1.7680041941129905
group_host,AF+T+ES,median,pooled,3,0,832,207,5.98792270531401,19.22184873000081,-0.010652585084277577
group_host,AF+T+ES,median,pooled,3,1,839,200,6.86,17.34877517290486,-0.03103625343801486
group_host,AF+T+ES,median,pooled,3,2,867,172,9.0,20.481131418602015,-0.05044805167102684
group_host,AF+T+ES,median,pooled,3,3,833,206,16.87378640776699,38.56982068873493,-0.12644327909842157
group_host,AF+T+ES,median,pooled,3,4,785,254,13.527559055118111,36.439411475234024,-0.020314697270829907
group_host,AF+T+ES,median,separate,2,0,499,127,70.28346456692914,80.85010919893872,-0.2387768591102768
group_host,AF+T+ES,median,separate,2,1,497,129,55.7906976744186,71.9117137443088,-0.0245857319366809
group_host,AF+T+ES,median,separate,2,2,518,108,64.06481481481481,74.49216961086134,-5.0058568525912506e-06
group_host,AF+T+ES,median,separate,2,3,490,136,64.63970588235294,78.60872014193426,-0.07427044964806906
group_host,AF+T+ES,median,separate,2,4,500,126,66.54761904761905,77.67826400231083,-0.04462863237825632
group_host,AF+T+ES,median,separate,3,0,832,207,5.823671497584541,19.528778466811413,-0.04318597243202804
group_host,AF+T+ES,median,separate,3,1,839,200,6.69,17.80505546186251,-0.08598283296205556
group_host,AF+T+ES,median,separate,3,2,867,172,8.813953488372093,21.01024113517357,-0.10542368359216048
group_host,AF+T+ES,median,separate,3,3,833,206,16.689320388349515,39.285116626395734,-0.16861157069977217
group_host,AF+T+ES,median,separate,3,4,785,254,13.173228346456693,36.77495938536541,-0.03919210287576225
group_host,AF+T+ES,xgboost,pooled,2,0,499,127,33.949675792784205,53.130596030622655,0.46504008866173396
group_host,AF+T+ES,xgboost,pooled,2,1,497,129,32.39730645704639,50.55526907778187,0.4936137800483873
group_host,AF+T+ES,xgboost,pooled,2,2,518,108,34.32688988579644,52.610629354557226,0.5011983042210709
group_host,AF+T+ES,xgboost,pooled,2,3,490,136,39.833909427418426,60.36324161946117,0.3665427849954487
group_host,AF+T+ES,xgboost,pooled,2,4,500,126,33.66971600244916,56.3273400906057,0.45071038322070134
group_host,AF+T+ES,xgboost,pooled,3,0,832,207,9.353676173997963,17.28960264949821,0.18232333175405713
group_host,AF+T+ES,xgboost,pooled,3,1,839,200,8.631167297363282,16.631966857836687,0.05240334228609311
group_host,AF+T+ES,xgboost,pooled,3,2,867,172,7.722321266351744,12.636268129394162,0.6001433191538368
group_host,AF+T+ES,xgboost,pooled,3,3,833,206,16.573320111024728,30.36454347536962,0.3018518356725861
group_host,AF+T+ES,xgboost,pooled,3,4,785,254,14.433810016301674,35.30252727954483,0.04235834436626107
group_host,AF+T+ES,xgboost,separate,2,0,499,127,44.985847052626724,67.68291661282045,0.1318595489088451
group_host,AF+T+ES,xgboost,separate,2,1,497,129,28.293308228485344,47.206365191878426,0.5584802348661888
group_host,AF+T+ES,xgboost,separate,2,2,518,108,29.657232779043692,43.974469899729236,0.651516553834792
group_host,AF+T+ES,xgboost,separate,2,3,490,136,37.52235906264361,53.957513954737394,0.49385372825489304
group_host,AF+T+ES,xgboost,separate,2,4,500,126,29.530433049277654,50.91963152783859,0.5511167422508887
group_host,AF+T+ES,xgboost,separate,3,0,832,207,7.019016431725544,19.560186708318966,-0.046544194226373126
group_host,AF+T+ES,xgboost,separate,3,1,839,200,5.762722320556641,13.572497461372679,0.3689615290394118
group_host,AF+T+ES,xgboost,separate,3,2,867,172,4.819592498069586,9.110764057533281,0.7921374307565818
group_host,AF+T+ES,xgboost,separate,3,3,833,206,12.250696867415048,32.524701646352696,0.19898484794833915
group_host,AF+T+ES,xgboost,separate,3,4,785,254,11.382029135396161,33.15450513307501,0.15535049051762584
group_reference,AF,median,pooled,2,0,482,143,75.97902097902097,98.24932605331229,-1.1121749712818212
group_reference,AF,median,pooled,2,1,509,116,93.9396551724138,112.65590729418436,-0.8293558462648183
group_reference,AF,median,pooled,2,2,468,157,112.26114649681529,125.8595162647422,-2.4411682395615806
group_reference,AF,median,pooled,2,3,505,120,95.60833333333333,113.47015025988112,-0.9364674323730671
group_reference,AF,median,pooled,2,4,536,89,93.92134831460675,108.9672149436897,-1.5604612134194338
group_reference,AF,median,pooled,3,0,813,221,11.457013574660634,31.497180797494327,-0.022031193695147167
group_reference,AF,median,pooled,3,1,838,196,6.846938775510204,15.5161206491829,-0.08132213177544134
group_reference,AF,median,pooled,3,2,849,185,20.083783783783783,42.054163916343676,-0.15255502762477668
group_reference,AF,median,pooled,3,3,850,184,7.788043478260869,20.18487918780013,-0.0003063880346083625
group_reference,AF,median,pooled,3,4,786,248,8.181451612903226,27.22583272816344,-0.029821982416699422
group_reference,AF,median,separate,2,0,482,143,64.62937062937063,75.53973622042737,-0.24859519702060728
group_reference,AF,median,separate,2,1,509,116,75.83620689655173,84.6582887971932,-0.033068751456777346
group_reference,AF,median,separate,2,2,468,157,61.48407643312102,74.18658693812961,-0.19559632608692956
group_reference,AF,median,separate,2,3,505,120,70.94166666666666,83.74629345031735,-0.05481944365922686
group_reference,AF,median,separate,2,4,536,89,56.168539325842694,69.31551377172504,-0.03606592982023993
group_reference,AF,median,separate,3,0,813,221,11.085972850678733,31.852317588310687,-0.045208322312294325
group_reference,AF,median,separate,3,1,838,196,7.326530612244898,16.179320386322328,-0.17573472810313384
group_reference,AF,median,separate,3,2,849,185,19.7972972972973,42.42820645163666,-0.17314855521221273
group_reference,AF,median,separate,3,3,850,184,7.407608695652174,20.248859334486625,-0.0066577938625655975
group_reference,AF,median,separate,3,4,786,248,7.923387096774194,27.63653787663085,-0.0611263208929167
group_reference,AF,xgboost,pooled,2,0,482,143,53.51378178096318,65.28466175885839,0.06740507282395747
group_reference,AF,xgboost,pooled,2,1,509,116,67.47586585735452,80.84239647130495,0.057961587826316996
group_reference,AF,xgboost,pooled,2,2,468,157,61.65263182038714,81.23762617241384,-0.43366683371389003
group_reference,AF,xgboost,pooled,2,3,505,120,58.380819193522136,72.53860227384737,0.20861957530130482
group_reference,AF,xgboost,pooled,2,4,536,89,53.12567138671875,66.61404088820129,0.04311872099641334
group_reference,AF,xgboost,pooled,3,0,813,221,24.07965667862698,43.63659820379994,-0.961654676988196
group_reference,AF,xgboost,pooled,3,1,838,196,15.698581929109535,26.232818249883174,-2.0908554633292096
group_reference,AF,xgboost,pooled,3,2,849,185,22.780041009026604,39.57859271349873,-0.020855703056154695
group_reference,AF,xgboost,pooled,3,3,850,184,21.827804399573285,31.980189622760257,-1.5109773922169025
group_reference,AF,xgboost,pooled,3,4,786,248,29.097278471915953,43.86530613548513,-1.6732658062872137
group_reference,AF,xgboost,separate,2,0,482,143,61.82794232135053,74.4070068097301,-0.2114302133868664
group_reference,AF,xgboost,separate,2,1,509,116,62.25291811186692,72.42920556781606,0.24383304079554613
group_reference,AF,xgboost,separate,2,2,468,157,61.446854512402965,84.32916627839015,-0.5448609760964493
group_reference,AF,xgboost,separate,2,3,505,120,52.378709157307945,69.20948018146056,0.2795926880159624
group_reference,AF,xgboost,separate,2,4,536,89,49.052453887596556,64.17783528190601,0.11182892013342449
group_reference,AF,xgboost,separate,3,0,813,221,17.09491187738617,36.801235005618196,-0.39522924617583466
group_reference,AF,xgboost,separate,3,1,838,196,9.152873759367028,16.114572432523037,-0.16634322202666008
group_reference,AF,xgboost,separate,3,2,849,185,19.236755041173986,38.35941107363508,0.04106863247675474
group_reference,AF,xgboost,separate,3,3,850,184,12.486471424932065,22.014582087579022,-0.1898757797727051
group_reference,AF,xgboost,separate,3,4,786,248,14.845278832220263,27.243730112049626,-0.031176370915988905
group_reference,AF+ES,median,pooled,2,0,482,143,75.97902097902097,98.24932605331229,-1.1121749712818212
group_reference,AF+ES,median,pooled,2,1,509,116,93.9396551724138,112.65590729418436,-0.8293558462648183
group_reference,AF+ES,median,pooled,2,2,468,157,112.26114649681529,125.8595162647422,-2.4411682395615806
group_reference,AF+ES,median,pooled,2,3,505,120,95.60833333333333,113.47015025988112,-0.9364674323730671
group_reference,AF+ES,median,pooled,2,4,536,89,93.92134831460675,108.9672149436897,-1.5604612134194338
group_reference,AF+ES,median,pooled,3,0,813,221,11.457013574660634,31.497180797494327,-0.022031193695147167
group_reference,AF+ES,median,pooled,3,1,838,196,6.846938775510204,15.5161206491829,-0.08132213177544134
group_reference,AF+ES,median,pooled,3,2,849,185,20.083783783783783,42.054163916343676,-0.15255502762477668
group_reference,AF+ES,median,pooled,3,3,850,184,7.788043478260869,20.18487918780013,-0.0003063880346083625
group_reference,AF+ES,median,pooled,3,4,786,248,8.181451612903226,27.22583272816344,-0.029821982416699422
group_reference,AF+ES,median,separate,2,0,482,143,64.62937062937063,75.53973622042737,-0.24859519702060728
group_reference,AF+ES,median,separate,2,1,509,116,75.83620689655173,84.6582887971932,-0.033068751456777346
group_reference,AF+ES,median,separate,2,2,468,157,61.48407643312102,74.18658693812961,-0.19559632608692956
group_reference,AF+ES,median,separate,2,3,505,120,70.94166666666666,83.74629345031735,-0.05481944365922686
group_reference,AF+ES,median,separate,2,4,536,89,56.168539325842694,69.31551377172504,-0.03606592982023993
group_reference,AF+ES,median,separate,3,0,813,221,11.085972850678733,31.852317588310687,-0.045208322312294325
group_reference,AF+ES,median,separate,3,1,838,196,7.326530612244898,16.179320386322328,-0.17573472810313384
group_reference,AF+ES,median,separate,3,2,849,185,19.7972972972973,42.42820645163666,-0.17314855521221273
group_reference,AF+ES,median,separate,3,3,850,184,7.407608695652174,20.248859334486625,-0.0066577938625655975
group_reference,AF+ES,median,separate,3,4,786,248,7.923387096774194,27.63653787663085,-0.0611263208929167
group_reference,AF+ES,xgboost,pooled,2,0,482,143,44.31449196555398,58.61038905264574,0.2483425946695016
group_reference,AF+ES,xgboost,pooled,2,1,509,116,67.2740944171774,81.62219386810679,0.03970032722036587
group_reference,AF+ES,xgboost,pooled,2,2,468,157,55.331474741553045,71.08174361465429,-0.09761474916486845
group_reference,AF+ES,xgboost,pooled,2,3,505,120,51.85541636149089,63.900708779225724,0.3858728633641202
group_reference,AF+ES,xgboost,pooled,2,4,536,89,53.14526607213396,68.49683183241508,-0.011736617500468505
group_reference,AF+ES,xgboost,pooled,3,0,813,221,21.61261897712811,40.260810381448636,-0.6698820985597336
group_reference,AF+ES,xgboost,pooled,3,1,838,196,16.287317548479354,27.154299928669424,-2.3118146076383916
group_reference,AF+ES,xgboost,pooled,3,2,849,185,20.980127283044762,35.42569558272432,0.18213723584847397
group_reference,AF+ES,xgboost,pooled,3,3,850,184,18.651548302691914,30.93211170269106,-1.3490911742067193
group_reference,AF+ES,xgboost,pooled,3,4,786,248,21.41069079983619,34.32321347182162,-0.6367249278042857
group_reference,AF+ES,xgboost,separate,2,0,482,143,44.49492810656141,59.30061073266007,0.23053465603846812
group_reference,AF+ES,xgboost,separate,2,1,509,116,61.47144001927869,72.85606618244776,0.23489385572056654
group_reference,AF+ES,xgboost,separate,2,2,468,157,58.47870456185311,77.43539914607622,-0.30260539345501725
group_reference,AF+ES,xgboost,separate,2,3,505,120,57.823412577311196,74.3997985423651,0.16748808744871924
group_reference,AF+ES,xgboost,separate,2,4,536,89,50.86011359396945,65.56208816371013,0.07310176698578508
group_reference,AF+ES,xgboost,separate,3,0,813,221,16.6566162109375,34.45256541528722,-0.22282389468599373
group_reference,AF+ES,xgboost,separate,3,1,838,196,9.80703641930405,16.969415674427097,-0.29336937186518175
group_reference,AF+ES,xgboost,separate,3,2,849,185,18.566775760135137,38.09838769970778,0.05407466550950357
group_reference,AF+ES,xgboost,separate,3,3,850,184,12.13627176699431,23.661104821026484,-0.3745190792753017
group_reference,AF+ES,xgboost,separate,3,4,786,248,14.845959078881048,27.698439352501694,-0.06588515486624713
group_reference,AF+T,median,pooled,2,0,482,143,75.97902097902097,98.24932605331229,-1.1121749712818212
group_reference,AF+T,median,pooled,2,1,509,116,93.9396551724138,112.65590729418436,-0.8293558462648183
group_reference,AF+T,median,pooled,2,2,468,157,112.26114649681529,125.8595162647422,-2.4411682395615806
group_reference,AF+T,median,pooled,2,3,505,120,95.60833333333333,113.47015025988112,-0.9364674323730671
group_reference,AF+T,median,pooled,2,4,536,89,93.92134831460675,108.9672149436897,-1.5604612134194338
group_reference,AF+T,median,pooled,3,0,813,221,11.457013574660634,31.497180797494327,-0.022031193695147167
group_reference,AF+T,median,pooled,3,1,838,196,6.846938775510204,15.5161206491829,-0.08132213177544134
group_reference,AF+T,median,pooled,3,2,849,185,20.083783783783783,42.054163916343676,-0.15255502762477668
group_reference,AF+T,median,pooled,3,3,850,184,7.788043478260869,20.18487918780013,-0.0003063880346083625
group_reference,AF+T,median,pooled,3,4,786,248,8.181451612903226,27.22583272816344,-0.029821982416699422
group_reference,AF+T,median,separate,2,0,482,143,64.62937062937063,75.53973622042737,-0.24859519702060728
group_reference,AF+T,median,separate,2,1,509,116,75.83620689655173,84.6582887971932,-0.033068751456777346
group_reference,AF+T,median,separate,2,2,468,157,61.48407643312102,74.18658693812961,-0.19559632608692956
group_reference,AF+T,median,separate,2,3,505,120,70.94166666666666,83.74629345031735,-0.05481944365922686
group_reference,AF+T,median,separate,2,4,536,89,56.168539325842694,69.31551377172504,-0.03606592982023993
group_reference,AF+T,median,separate,3,0,813,221,11.085972850678733,31.852317588310687,-0.045208322312294325
group_reference,AF+T,median,separate,3,1,838,196,7.326530612244898,16.179320386322328,-0.17573472810313384
group_reference,AF+T,median,separate,3,2,849,185,19.7972972972973,42.42820645163666,-0.17314855521221273
group_reference,AF+T,median,separate,3,3,850,184,7.407608695652174,20.248859334486625,-0.0066577938625655975
group_reference,AF+T,median,separate,3,4,786,248,7.923387096774194,27.63653787663085,-0.0611263208929167
group_reference,AF+T,xgboost,pooled,2,0,482,143,55.00144841120793,65.96349928825452,0.04790977817850106
group_reference,AF+T,xgboost,pooled,2,1,509,116,66.85234543372844,79.99887330151542,0.07751780100222194
group_reference,AF+T,xgboost,pooled,2,2,468,157,61.382437541985965,80.87399099869253,-0.4208608244198666
group_reference,AF+T,xgboost,pooled,2,3,505,120,55.46397755940755,68.67254048096471,0.29072742833608656
group_reference,AF+T,xgboost,pooled,2,4,536,89,52.529713491375524,65.3595761319836,0.07881903889704278
group_reference,AF+T,xgboost,pooled,3,0,813,221,22.295727345738477,41.06935163500972,-0.7376266864917163
group_reference,AF+T,xgboost,pooled,3,1,838,196,15.632499227718432,26.109622402205133,-2.0618927773479796
group_reference,AF+T,xgboost,pooled,3,2,849,185,22.514580474028715,39.46607416754474,-0.015059543288173716
group_reference,AF+T,xgboost,pooled,3,3,850,184,22.66304181969684,32.83978625039929,-1.6477768265397112
group_reference,AF+T,xgboost,pooled,3,4,786,248,29.13175324470766,43.169601593154844,-1.5891421527185101
group_reference,AF+T,xgboost,separate,2,0,482,143,60.68985241443127,73.4457881300804,-0.18033292847249038
group_reference,AF+T,xgboost,separate,2,1,509,116,62.17731844145676,74.35579780462244,0.20307045305826565
group_reference,AF+T,xgboost,separate,2,2,468,157,62.616528747947356,83.70674756588684,-0.5221404416697097
group_reference,AF+T,xgboost,separate,2,3,505,120,47.93689117431641,64.65800840174849,0.3712303304814838
group_reference,AF+T,xgboost,separate,2,4,536,89,47.82732879981566,63.8964769548434,0.11959940832333293
group_reference,AF+T,xgboost,separate,3,0,813,221,17.18869087598982,36.80898470810749,-0.3958169302595289
group_reference,AF+T,xgboost,separate,3,1,838,196,9.10084377989477,16.162229478340294,-0.17325208231870648
group_reference,AF+T,xgboost,separate,3,2,849,185,19.66497043918919,39.16415641865555,0.0004115803640397653
group_reference,AF+T,xgboost,separate,3,3,850,184,11.719692396081012,21.367913929658066,-0.12099837963136717
group_reference,AF+T,xgboost,separate,3,4,786,248,15.668622416834678,27.81896400336993,-0.075181341654589
group_reference,AF+T+ES,median,pooled,2,0,482,143,75.97902097902097,98.24932605331229,-1.1121749712818212
group_reference,AF+T+ES,median,pooled,2,1,509,116,93.9396551724138,112.65590729418436,-0.8293558462648183
group_reference,AF+T+ES,median,pooled,2,2,468,157,112.26114649681529,125.8595162647422,-2.4411682395615806
group_reference,AF+T+ES,median,pooled,2,3,505,120,95.60833333333333,113.47015025988112,-0.9364674323730671
group_reference,AF+T+ES,median,pooled,2,4,536,89,93.92134831460675,108.9672149436897,-1.5604612134194338
group_reference,AF+T+ES,median,pooled,3,0,813,221,11.457013574660634,31.497180797494327,-0.022031193695147167
group_reference,AF+T+ES,median,pooled,3,1,838,196,6.846938775510204,15.5161206491829,-0.08132213177544134
group_reference,AF+T+ES,median,pooled,3,2,849,185,20.083783783783783,42.054163916343676,-0.15255502762477668
group_reference,AF+T+ES,median,pooled,3,3,850,184,7.788043478260869,20.18487918780013,-0.0003063880346083625
group_reference,AF+T+ES,median,pooled,3,4,786,248,8.181451612903226,27.22583272816344,-0.029821982416699422
group_reference,AF+T+ES,median,separate,2,0,482,143,64.62937062937063,75.53973622042737,-0.24859519702060728
group_reference,AF+T+ES,median,separate,2,1,509,116,75.83620689655173,84.6582887971932,-0.033068751456777346
group_reference,AF+T+ES,median,separate,2,2,468,157,61.48407643312102,74.18658693812961,-0.19559632608692956
group_reference,AF+T+ES,median,separate,2,3,505,120,70.94166666666666,83.74629345031735,-0.05481944365922686
group_reference,AF+T+ES,median,separate,2,4,536,89,56.168539325842694,69.31551377172504,-0.03606592982023993
group_reference,AF+T+ES,median,separate,3,0,813,221,11.085972850678733,31.852317588310687,-0.045208322312294325
group_reference,AF+T+ES,median,separate,3,1,838,196,7.326530612244898,16.179320386322328,-0.17573472810313384
group_reference,AF+T+ES,median,separate,3,2,849,185,19.7972972972973,42.42820645163666,-0.17314855521221273
group_reference,AF+T+ES,median,separate,3,3,850,184,7.407608695652174,20.248859334486625,-0.0066577938625655975
group_reference,AF+T+ES,median,separate,3,4,786,248,7.923387096774194,27.63653787663085,-0.0611263208929167
group_reference,AF+T+ES,xgboost,pooled,2,0,482,143,44.426065725046435,58.52719507225773,0.2504749466718239
group_reference,AF+T+ES,xgboost,pooled,2,1,509,116,67.0832616871801,79.94881688141281,0.07867186000455229
group_reference,AF+T+ES,xgboost,pooled,2,2,468,157,55.475316721922276,72.07919881465492,-0.12863545939464394
group_reference,AF+T+ES,xgboost,pooled,2,3,505,120,51.815260823567705,64.03593233006457,0.38327094169620524
group_reference,AF+T+ES,xgboost,pooled,2,4,536,89,53.93885477473227,68.61007230936613,-0.015084633415749504
group_reference,AF+T+ES,xgboost,pooled,3,0,813,221,21.677563145149886,39.851300240053895,-0.6360846730386243
group_reference,AF+T+ES,xgboost,pooled,3,1,838,196,16.043968512087453,26.92987207828986,-2.257297132879112
group_reference,AF+T+ES,xgboost,pooled,3,2,849,185,20.925107223923142,34.97165131679481,0.2029676617950147
group_reference,AF+T+ES,xgboost,pooled,3,3,850,184,17.438948258109715,28.6119109275912,-1.0099000556580768
group_reference,AF+T+ES,xgboost,pooled,3,4,786,248,22.336956762498424,34.38184376056099,-0.6423213510622394
group_reference,AF+T+ES,xgboost,separate,2,0,482,143,44.3145241904092,59.56385744849994,0.22368788593781952
group_reference,AF+T+ES,xgboost,separate,2,1,509,116,62.05931196541622,73.79406248246706,0.21506608779284142
group_reference,AF+T+ES,xgboost,separate,2,2,468,157,57.691695292284535,76.3399252425223,-0.26601033227724047
group_reference,AF+T+ES,xgboost,separate,2,3,505,120,55.66173782348633,69.41183488442765,0.2753738752217558
group_reference,AF+T+ES,xgboost,separate,2,4,536,89,49.713319585564435,64.92255208631562,0.09109672926746148
group_reference,AF+T+ES,xgboost,separate,3,0,813,221,16.25527664115526,34.40828270805829,-0.21968246520151968
group_reference,AF+T+ES,xgboost,separate,3,1,838,196,8.765545280612244,15.82638465071628,-0.12499924167050502
group_reference,AF+T+ES,xgboost,separate,3,2,849,185,18.467942026499156,37.635522948517576,0.07691950732097885
group_reference,AF+T+ES,xgboost,separate,3,3,850,184,11.993216141410496,23.67490138438994,-0.37612248439718377
group_reference,AF+T+ES,xgboost,separate,3,4,786,248,14.39542954967868,27.48275751051884,-0.0493501428861598
random_row,AF,median,pooled,2,0,503,123,99.17886178861788,114.63356253094722,-1.7205419884990283
random_row,AF,median,pooled,2,1,496,130,88.12307692307692,102.68900023483903,-1.2264533881201896
random_row,AF,median,pooled,2,2,492,134,108.7089552238806,126.10777787983993,-1.7706726372842168
random_row,AF,median,pooled,2,3,512,114,93.80701754385964,113.05541258953272,-0.863759026022141
random_row,AF,median,pooled,2,4,501,125,83.728,105.5516556004689,-1.0469847018906009
random_row,AF,median,pooled,3,0,829,210,10.128571428571428,23.134904571314088,-0.06371083201901917
random_row,AF,median,pooled,3,1,836,203,9.894088669950738,27.939347573934917,-0.009969456530637633
random_row,AF,median,pooled,3,2,840,199,11.924623115577889,30.99509606211114,-0.07458571685746507
random_row,AF,median,pooled,3,3,820,219,9.792237442922374,28.340497348394187,-0.04900681747586688
random_row,AF,median,pooled,3,4,831,208,11.627403846153847,32.12155773236793,-0.024417176932105544
random_row,AF,median,separate,2,0,503,123,58.4390243902439,69.5241667055245,-0.0006989377694963661
random_row,AF,median,separate,2,1,496,130,58.323076923076925,72.65273037380791,-0.1144732184714341
random_row,AF,median,separate,2,2,492,134,66.67910447761194,77.49807412147294,-0.04636520538461286
random_row,AF,median,separate,2,3,512,114,71.64912280701755,85.6940702978364,-0.07080054628499699
random_row,AF,median,separate,2,4,501,125,66.68,78.06136048007362,-0.11958411947056469
random_row,AF,median,separate,3,0,829,210,10.023809523809524,23.703827297958206,-0.11667066027047102
random_row,AF,median,separate,3,1,836,203,9.519704433497537,28.208342580396405,-0.02951068362097531
random_row,AF,median,separate,3,2,840,199,11.72361809045226,31.580995812076797,-0.11559544017986823
random_row,AF,median,separate,3,3,820,219,9.746575342465754,28.83896796106547,-0.08623253052529978
random_row,AF,median,separate,3,4,831,208,11.242788461538462,32.49047567542502,-0.04808328498102332
random_row,AF,xgboost,pooled,2,0,503,123,25.28948180656123,41.19630741503015,0.648643141957595
random_row,AF,xgboost,pooled,2,1,496,130,24.923934701772836,37.13055584725112,0.7089090808121296
random_row,AF,xgboost,pooled,2,2,492,134,31.24772985657649,46.955887325369304,0.6158670397630102
random_row,AF,xgboost,pooled,2,3,512,114,30.74927534136856,52.703190294315434,0.5949759130086929
random_row,AF,xgboost,pooled,2,4,501,125,23.57213671875,36.621871610336235,0.7535858919414867
random_row,AF,xgboost,pooled,3,0,829,210,12.473848615373884,30.56969467740289,-0.8572499664474587
random_row,AF,xgboost,pooled,3,1,836,203,11.824700416602525,24.276584948487983,0.23748058533289107
random_row,AF,xgboost,pooled,3,2,840,199,11.618948931670069,25.500054665206193,0.2726602662292641
random_row,AF,xgboost,pooled,3,3,820,219,13.195493097174657,32.03187221355634,-0.340071658584165
random_row,AF,xgboost,pooled,3,4,831,208,12.521620236910307,28.63268890595474,0.1860308879630963
random_row,AF,xgboost,separate,2,0,503,123,19.4455963382876,34.351857332895946,0.7556950305480679
random_row,AF,xgboost,separate,2,1,496,130,21.510289118840145,36.27420292248969,0.7221812759141885
random_row,AF,xgboost,separate,2,2,492,134,22.736603466432484,38.37609817824963,0.7434198217729681
random_row,AF,xgboost,separate,2,3,512,114,21.834063078227796,44.22468392761207,0.7148085399466476
random_row,AF,xgboost,separate,2,4,501,125,18.7814873046875,31.901610088094994,0.8130137366874566
random_row,AF,xgboost,separate,3,0,829,210,9.592603120349702,29.011901907620985,-0.6727866649137313
random_row,AF,xgboost,separate,3,1,836,203,8.31082078153864,20.836231493217994,0.43828752801345194
random_row,AF,xgboost,separate,3,2,840,199,8.8176363077595,27.40210410312655,0.16010902577513653
random_row,AF,xgboost,separate,3,3,820,219,7.915073342519264,25.069107037008656,0.17919289875577926
random_row,AF,xgboost,separate,3,4,831,208,8.461936657245342,25.662439276608296,0.34614789688493
random_row,AF+ES,median,pooled,2,0,503,123,99.17886178861788,114.63356253094722,-1.7205419884990283
random_row,AF+ES,median,pooled,2,1,496,130,88.12307692307692,102.68900023483903,-1.2264533881201896
random_row,AF+ES,median,pooled,2,2,492,134,108.7089552238806,126.10777787983993,-1.7706726372842168
random_row,AF+ES,median,pooled,2,3,512,114,93.80701754385964,113.05541258953272,-0.863759026022141
random_row,AF+ES,median,pooled,2,4,501,125,83.728,105.5516556004689,-1.0469847018906009
random_row,AF+ES,median,pooled,3,0,829,210,10.128571428571428,23.134904571314088,-0.06371083201901917
random_row,AF+ES,median,pooled,3,1,836,203,9.894088669950738,27.939347573934917,-0.009969456530637633
random_row,AF+ES,median,pooled,3,2,840,199,11.924623115577889,30.99509606211114,-0.07458571685746507
random_row,AF+ES,median,pooled,3,3,820,219,9.792237442922374,28.340497348394187,-0.04900681747586688
random_row,AF+ES,median,pooled,3,4,831,208,11.627403846153847,32.12155773236793,-0.024417176932105544
random_row,AF+ES,median,separate,2,0,503,123,58.4390243902439,69.5241667055245,-0.0006989377694963661
random_row,AF+ES,median,separate,2,1,496,130,58.323076923076925,72.65273037380791,-0.1144732184714341
random_row,AF+ES,median,separate,2,2,492,134,66.67910447761194,77.49807412147294,-0.04636520538461286
random_row,AF+ES,median,separate,2,3,512,114,71.64912280701755,85.6940702978364,-0.07080054628499699
random_row,AF+ES,median,separate,2,4,501,125,66.68,78.06136048007362,-0.11958411947056469
random_row,AF+ES,median,separate,3,0,829,210,10.023809523809524,23.703827297958206,-0.11667066027047102
random_row,AF+ES,median,separate,3,1,836,203,9.519704433497537,28.208342580396405,-0.02951068362097531
random_row,AF+ES,median,separate,3,2,840,199,11.72361809045226,31.580995812076797,-0.11559544017986823
random_row,AF+ES,median,separate,3,3,820,219,9.746575342465754,28.83896796106547,-0.08623253052529978
random_row,AF+ES,median,separate,3,4,831,208,11.242788461538462,32.49047567542502,-0.04808328498102332
random_row,AF+ES,xgboost,pooled,2,0,503,123,20.810156845464938,36.05154977588854,0.7309210452963438
random_row,AF+ES,xgboost,pooled,2,1,496,130,20.323055326021635,32.91746255750997,0.7712197887995518
random_row,AF+ES,xgboost,pooled,2,2,492,134,24.797426821580572,41.505745475202055,0.6998641270117318
random_row,AF+ES,xgboost,pooled,2,3,512,114,26.152058919270832,48.106574374174286,0.6625449701764674
random_row,AF+ES,xgboost,pooled,2,4,501,125,18.636372802734375,29.92681172391629,0.8354471530831229
random_row,AF+ES,xgboost,pooled,3,0,829,210,8.570799763997396,19.59525173397232,0.23688524447445924
random_row,AF+ES,xgboost,pooled,3,1,836,203,8.137743870025785,15.763002991954549,0.6785202402400061
random_row,AF+ES,xgboost,pooled,3,2,840,199,8.79123216178549,18.178488010217688,0.6303671111343235
random_row,AF+ES,xgboost,pooled,3,3,820,219,9.54202772166631,22.48103831300612,0.3399207094414566
