protocol,feature_set,model,training_mode,Eu valence,fold_count,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
group_reference,AF+T+ES,xgboost,separate,3,5,13.975481927871167,3.762606649457546,27.80556984044019,8.673109344737162,-0.13864696536687787,0.1714573280633503
random_row,AF,median,pooled,2,5,94.709182295887,9.756391836126994,112.40748176712555,9.145006823597058,-1.3256823483632352,0.4046054908998031
random_row,AF,median,pooled,3,5,10.673384900635254,1.0193495960263639,28.506280657624455,3.48084072934844,-0.04433799996301886,0.026879661568076325
random_row,AF,median,separate,2,5,64.35406571959007,5.817950094394422,76.68608039574308,6.14929937681483,-0.070384405476221,0.04949140037463703
random_row,AF,median,separate,3,5,10.451299170352709,0.9737174330541859,28.96452186538438,3.4474905514715406,-0.07921851991552753,0.039418940033413376
random_row,AF,xgboost,pooled,2,5,27.156511685005817,3.569452383407676,42.921562498460446,6.858468990394723,0.6643962134965828,0.06587604303493323
random_row,AF,xgboost,pooled,3,5,12.326922259546288,0.625971838208162,28.20217908212163,3.2851477877633024,-0.10022997710127443,0.49133596877909
random_row,AF,xgboost,separate,2,5,20.861607861295106,1.6743696728490007,37.02569048986847,4.680262405052838,0.7498236809738656,0.03891859439334033
random_row,AF,xgboost,separate,3,5,8.61961404188249,0.6329521302828831,25.596356763516496,3.076841881194825,0.09019013690311328,0.44204918033571067
random_row,AF+ES,median,pooled,2,5,94.709182295887,9.756391836126994,112.40748176712555,9.145006823597058,-1.3256823483632352,0.4046054908998031
random_row,AF+ES,median,pooled,3,5,10.673384900635254,1.0193495960263639,28.506280657624455,3.48084072934844,-0.04433799996301886,0.026879661568076325
random_row,AF+ES,median,separate,2,5,64.35406571959007,5.817950094394422,76.68608039574308,6.14929937681483,-0.070384405476221,0.04949140037463703
random_row,AF+ES,median,separate,3,5,10.451299170352709,0.9737174330541859,28.96452186538438,3.4474905514715406,-0.07921851991552753,0.039418940033413376
random_row,AF+ES,xgboost,pooled,2,5,22.14381414301447,3.1821233338253596,37.701628781338236,7.224835362626543,0.7399994168734436,0.06666601759267478
random_row,AF+ES,xgboost,pooled,3,5,8.904618690884195,0.6023347429695093,19.378156649298674,2.5699274754879453,0.4906252394265297,0.19224176048990368
random_row,AF+ES,xgboost,separate,2,5,19.757758266203346,2.2302211029371297,35.77647598488354,6.137976823461394,0.7676749792066563,0.0461248270433278
random_row,AF+ES,xgboost,separate,3,5,6.504788372613168,0.8091957609736184,18.442856298533872,3.832854638032288,0.5440081574966646,0.16003822400093298
random_row,AF+T,median,pooled,2,5,94.709182295887,9.756391836126994,112.40748176712555,9.145006823597058,-1.3256823483632352,0.4046054908998031
random_row,AF+T,median,pooled,3,5,10.673384900635254,1.0193495960263639,28.506280657624455,3.48084072934844,-0.04433799996301886,0.026879661568076325
random_row,AF+T,median,separate,2,5,64.35406571959007,5.817950094394422,76.68608039574308,6.14929937681483,-0.070384405476221,0.04949140037463703
random_row,AF+T,median,separate,3,5,10.451299170352709,0.9737174330541859,28.96452186538438,3.4474905514715406,-0.07921851991552753,0.039418940033413376
random_row,AF+T,xgboost,pooled,2,5,27.097024548145377,3.700446051165946,42.676279870510015,6.925094317713575,0.6677762817059651,0.06847162679388309
