protocol,Eu valence,feature_set,model,fold_count,pooled_r2_mean,pooled_r2_std,separate_r2_mean,separate_r2_std,r2_change,r2_change_std,pooled_mae_mean_nm,pooled_mae_std_nm,separate_mae_mean_nm,separate_mae_std_nm,mae_change_nm,mae_change_std_nm,mae_improvement_nm,pooled_rmse_mean_nm,pooled_rmse_std_nm,separate_rmse_mean_nm,separate_rmse_std_nm,rmse_change_nm,rmse_change_std_nm,rmse_improvement_nm
random_row,2,AF+T+ES,xgboost,5,0.730943707841,0.06660906264,0.766867374814,0.042103108956,0.035923666973,0.052558432742,22.632345534118,2.983000011192,19.829878905824,2.176784995094,-2.802466628294,1.7877599794,2.802466628294,38.33752656606,7.027665320881,35.851710415828,5.864507423333,-2.485816150233,3.929869059572,2.485816150233
random_row,3,AF+T+ES,xgboost,5,0.446196687822,0.245582415826,0.535478525969,0.165972373158,0.089281838147,0.166806136273,9.235311257954,0.628762217896,6.485639966471,0.792799474652,-2.749671291483,0.701340508608,2.749671291483,20.034387638534,2.883081141772,18.599357890807,3.902586521472,-1.435029747727,3.186794112919,1.435029747727
group_formula,2,AF+T+ES,xgboost,5,0.719650151995,0.090106248324,0.67202898344,0.124571150046,-0.047621168555,0.164086987582,23.434363703018,2.919819350923,23.81862504399,6.111820563494,0.384261340972,6.480122128702,-0.384261340972,38.82840701242,7.031080016164,42.110318515999,9.888978839352,3.281911503579,11.301416891023,-3.281911503579
group_formula,3,AF+T+ES,xgboost,5,0.384385660536,0.14003462274,0.415088191733,0.225215630546,0.030702531196,0.133900596211,10.245024322547,1.473817045823,7.747070919995,0.92865657849,-2.497953402552,0.851069447098,2.497953402552,21.611591360139,1.299864416291,20.955848128515,3.180178427762,-0.655743231624,2.156115560606,0.655743231624
group_host,2,AF+T+ES,xgboost,5,0.455421068229,0.053778025041,0.477365361623,0.201242179605,0.021944293394,0.201056122975,34.835499513099,2.886663543795,33.997836034415,7.150154058719,-0.837663478684,6.697277487326,0.837663478684,54.597415234606,3.829987472929,52.748179437401,9.158904630393,-1.849235797205,9.364116820867,1.849235797205
group_host,3,AF+T+ES,xgboost,5,0.235816034647,0.22968601403,0.293778020807,0.315428992882,0.057961986161,0.221360594955,11.342858973008,3.915677313866,8.246811450633,3.364695288024,-3.096047522375,0.737450667264,3.096047522375,22.444981678329,9.805812991075,21.584531001331,10.925167598047,-0.860450676998,2.851468461356,0.860450676998
group_reference,2,AF+T+ES,xgboost,5,0.113739531112,0.204887040895,0.107842849189,0.219675996609,-0.005896681924,0.123425273083,54.54775194649,8.189706593333,53.888117771432,6.954566459336,-0.659634175058,3.893577821529,0.659634175058,68.640243081551,8.111482381957,68.806446428847,6.754742749361,0.166203347295,4.986719267037,-0.166203347295
group_reference,3,AF+T+ES,xgboost,5,-0.868527110169,0.894702194039,-0.138646965367,0.171457328063,0.729880144802,0.840481553556,19.684508780354,2.776819493644,13.975481927871,3.762606649458,-5.709026852483,2.131502476088,5.709026852483,32.949315664658,5.215988646869,27.80556984044,8.673109344737,-5.143745824218,4.99226736495,5.143745824218
