protocol,feature_set,model,training_mode,fold,train_rows,test_rows,train_groups,test_groups,mae,rmse,r2
random_row,AF,xgboost,separate,2,1332,333,1332,333,14.41866213136965,32.26994458222837,0.7878310472754646
random_row,AF,xgboost,separate,3,1332,333,1332,333,12.680132891680744,32.907028565489284,0.7279982219170497
random_row,AF,xgboost,separate,4,1332,333,1332,333,12.33564185523414,28.166959059132296,0.7933108473696358
random_row,AF+ES,median,pooled,0,1332,333,1332,333,43.02102102102102,72.05107464401456,-0.36460316672639603
random_row,AF+ES,median,pooled,1,1332,333,1332,333,40.433933933933936,67.76831334992995,-0.27439809101332235
random_row,AF+ES,median,pooled,2,1332,333,1332,333,50.870870870870874,83.507988145351,-0.42082776518346
random_row,AF+ES,median,pooled,3,1332,333,1332,333,38.554054054054056,70.02769186277402,-0.23178250300196335
random_row,AF+ES,median,pooled,4,1332,333,1332,333,38.692192192192195,69.47372415775872,-0.2574158188199911
random_row,AF+ES,median,separate,0,1332,333,1332,333,27.906906906906908,46.25711535235115,0.4375517864769125
random_row,AF+ES,median,separate,1,1332,333,1332,333,28.57207207207207,50.455098523013184,0.2935818067136463
random_row,AF+ES,median,separate,2,1332,333,1332,333,33.83783783783784,54.88924146705645,0.3861534040271921
random_row,AF+ES,median,separate,3,1332,333,1332,333,30.93843843843844,55.32582305485113,0.23113485492159735
random_row,AF+ES,median,separate,4,1332,333,1332,333,32.052552552552555,54.28398936612435,0.23231814940899487
random_row,AF+ES,xgboost,pooled,0,1332,333,1332,333,13.091643370665587,26.87415722160146,0.8101567515779324
random_row,AF+ES,xgboost,pooled,1,1332,333,1332,333,12.8947723663605,23.96835901091257,0.8405853019583656
random_row,AF+ES,xgboost,pooled,2,1332,333,1332,333,15.232163346207535,29.84476520815167,0.8185229434184842
random_row,AF+ES,xgboost,pooled,3,1332,333,1332,333,15.228344708233625,33.53567443376289,0.7175064760103114
random_row,AF+ES,xgboost,pooled,4,1332,333,1332,333,12.917882604283971,24.664332699826744,0.841519256600469
random_row,AF+ES,xgboost,separate,0,1332,333,1332,333,10.4659100323468,23.013552086698322,0.8607828426730754
random_row,AF+ES,xgboost,separate,1,1332,333,1332,333,10.447385862424925,22.589834185939186,0.8583952424400672
random_row,AF+ES,xgboost,separate,2,1332,333,1332,333,12.85580325198245,28.816555266081117,0.8308120136775992
random_row,AF+ES,xgboost,separate,3,1332,333,1332,333,11.990012870536551,31.080034283651965,0.7573628003434023
random_row,AF+ES,xgboost,separate,4,1332,333,1332,333,11.650313735366225,26.499099788319175,0.8170636536918675
random_row,AF+T,median,pooled,0,1332,333,1332,333,43.02102102102102,72.05107464401456,-0.36460316672639603
random_row,AF+T,median,pooled,1,1332,333,1332,333,40.433933933933936,67.76831334992995,-0.27439809101332235
random_row,AF+T,median,pooled,2,1332,333,1332,333,50.870870870870874,83.507988145351,-0.42082776518346
random_row,AF+T,median,pooled,3,1332,333,1332,333,38.554054054054056,70.02769186277402,-0.23178250300196335
random_row,AF+T,median,pooled,4,1332,333,1332,333,38.692192192192195,69.47372415775872,-0.2574158188199911
random_row,AF+T,median,separate,0,1332,333,1332,333,27.906906906906908,46.25711535235115,0.4375517864769125
random_row,AF+T,median,separate,1,1332,333,1332,333,28.57207207207207,50.455098523013184,0.2935818067136463
random_row,AF+T,median,separate,2,1332,333,1332,333,33.83783783783784,54.88924146705645,0.3861534040271921
random_row,AF+T,median,separate,3,1332,333,1332,333,30.93843843843844,55.32582305485113,0.23113485492159735
random_row,AF+T,median,separate,4,1332,333,1332,333,32.052552552552555,54.28398936612435,0.23231814940899487
random_row,AF+T,xgboost,pooled,0,1332,333,1332,333,17.338722572670328,35.11516804520803,0.6758731925752042
random_row,AF+T,xgboost,pooled,1,1332,333,1332,333,16.90524484445383,29.939202540909214,0.7512676831489314
random_row,AF+T,xgboost,pooled,2,1332,333,1332,333,19.47727366037913,35.476213236056935,0.743575270060628
random_row,AF+T,xgboost,pooled,3,1332,333,1332,333,19.503225423910237,40.2601848391814,0.5928579720088178
random_row,AF+T,xgboost,pooled,4,1332,333,1332,333,16.389064754451717,31.495047601546737,0.7415822755649836
random_row,AF+T,xgboost,separate,0,1332,333,1332,333,13.468684657557949,30.80629594781366,0.7505379908182668
random_row,AF+T,xgboost,separate,1,1332,333,1332,333,13.505972189230246,28.21177361691578,0.779142303119916
random_row,AF+T,xgboost,separate,2,1332,333,1332,333,14.926529984574419,33.02061188805278,0.777845238048182
random_row,AF+T,xgboost,separate,3,1332,333,1332,333,12.736519661751595,32.98251843482782,0.726748827381821
random_row,AF+T,xgboost,separate,4,1332,333,1332,333,12.735318020657376,28.66467438719843,0.7859418413003523
random_row,AF+T+ES,median,pooled,0,1332,333,1332,333,43.02102102102102,72.05107464401456,-0.36460316672639603
random_row,AF+T+ES,median,pooled,1,1332,333,1332,333,40.433933933933936,67.76831334992995,-0.27439809101332235
random_row,AF+T+ES,median,pooled,2,1332,333,1332,333,50.870870870870874,83.507988145351,-0.42082776518346
random_row,AF+T+ES,median,pooled,3,1332,333,1332,333,38.554054054054056,70.02769186277402,-0.23178250300196335
random_row,AF+T+ES,median,pooled,4,1332,333,1332,333,38.692192192192195,69.47372415775872,-0.2574158188199911
random_row,AF+T+ES,median,separate,0,1332,333,1332,333,27.906906906906908,46.25711535235115,0.4375517864769125
random_row,AF+T+ES,median,separate,1,1332,333,1332,333,28.57207207207207,50.455098523013184,0.2935818067136463
random_row,AF+T+ES,median,separate,2,1332,333,1332,333,33.83783783783784,54.88924146705645,0.3861534040271921
random_row,AF+T+ES,median,separate,3,1332,333,1332,333,30.93843843843844,55.32582305485113,0.23113485492159735
random_row,AF+T+ES,median,separate,4,1332,333,1332,333,32.052552552552555,54.28398936612435,0.23231814940899487
random_row,AF+T+ES,xgboost,pooled,0,1332,333,1332,333,13.820643061274165,28.349168551434552,0.7887454354517018
random_row,AF+T+ES,xgboost,pooled,1,1332,333,1332,333,13.38254856418919,24.422691818207003,0.834484444054282
random_row,AF+T+ES,xgboost,pooled,2,1332,333,1332,333,15.353085629574887,30.255386541678106,0.8134948600355836
random_row,AF+T+ES,xgboost,pooled,3,1332,333,1332,333,15.565227153422954,34.04702093141636,0.7088259668271761
random_row,AF+T+ES,xgboost,pooled,4,1332,333,1332,333,13.211829841315925,24.91214173693621,0.8383186629510501
random_row,AF+T+ES,xgboost,separate,0,1332,333,1332,333,10.694712137674784,23.44978003847112,0.855455025768937
random_row,AF+T+ES,xgboost,separate,1,1332,333,1332,333,10.184622183218375,22.530992292614,0.8591319844641763
random_row,AF+T+ES,xgboost,separate,2,1332,333,1332,333,12.702426303256381,28.538218081793822,0.834064580224579
random_row,AF+T+ES,xgboost,separate,3,1332,333,1332,333,12.081866931628895,31.079527289720914,0.7573707163310878
random_row,AF+T+ES,xgboost,separate,4,1332,333,1332,333,11.78388770850929,26.908180671228237,0.8113718828272691
